query_hist,current_time
明天下午3点要跟客户开视频会议,2025-06-27 13:58:28
后天早上记得提醒我交电费,2025-06-27 13:58:28
周五晚上7点姐妹聚餐别忘了,2025-06-27 13:58:28
下周二上午10点预约了牙医,2025-06-27 13:58:28
记一下每周三晚上8点要上网课,2025-06-27 13:58:28
双十一提醒我买猫粮,2025-06-27 13:58:28
周六早上8点叫我起床跑步,2025-06-27 13:58:28
下个月5号要交房租记得提醒我,2025-06-27 13:58:28
每周五下午4点要提交周报,2025-06-27 13:58:28
元旦假期提醒我订回家的票,2025-06-27 13:58:28
中午12点约了王总在星巴克谈项目，记得提醒我,2025-06-27 13:58:28
周五晚上7点健身房私教课别忘了,2025-06-27 13:58:28
下周一早上9点部门例会，帮我加进日程,2025-06-27 13:58:28
这周六下午3点记得提醒我去接孩子放学,2025-06-27 13:58:28
帮我记一下每个月5号还房贷,2025-06-27 13:58:28
周三2点半有个线上培训，别让我迟到,2025-06-27 13:58:28
双十一晚上8点提醒我抢购,2025-06-27 13:58:28
下个月15号是老婆生日，提前一天提醒我买礼物,2025-06-27 13:58:28
每周三晚上8点记得提醒我倒垃圾,2025-06-27 13:58:28
医生约了这周四上午10点复查，帮我记着,2025-06-27 13:58:28
明天上午10点有个部门会议别忘了提醒我,2025-06-27 13:58:28
记得提醒我周五晚上7点要跟客户视频通话,2025-06-27 13:58:28
下周三早上9点记得叫我起床,2025-06-27 13:58:28
帮我记录下周六下午3点要去健身房,2025-06-27 13:58:28
双十一晚上8点有预售活动记得提醒我抢购,2025-06-27 13:58:28
下个月5号是我妈生日要提前准备礼物,2025-06-27 13:58:28
每周二和周四晚上8点提醒我上网课,2025-06-27 13:58:28
每天早上7点半的闹钟别忘了设置,2025-06-27 13:58:28
帮我记着每个月15号还房贷,2025-06-27 13:58:28
这周五中午12点和同事聚餐别迟到了,2025-06-27 13:58:28
明天早上9点要交周报，记得提前半小时写完检查,2025-06-27 13:58:28
周三下午3点约了牙医洗牙，大概一小时,2025-06-27 13:58:28
这周六上午10点要去健身房上私教课,2025-06-27 13:58:28
下周一团队要聚餐，晚上7点在海底捞,2025-06-27 13:58:28
记得提醒我每天下午4点喝杯水休息下眼睛,2025-06-27 13:58:28
周五下班前要提交季度总结给领导,2025-06-27 13:58:28
周六下午2点带儿子去上钢琴课,2025-06-27 13:58:28
下周三是老妈生日，晚上要视频通话,2025-06-27 13:58:28
每个月10号记得还信用卡账单,2025-06-27 13:58:28
周四上午11点有个客户要来公司拜访,2025-06-27 13:58:28
明天早上9点有个晨会别忘了,2025-06-27 13:58:28
后天记得提醒我买生日礼物,2025-06-27 13:58:28
下周三下午3点预约了牙医,2025-06-27 13:58:28
这周五晚上7点跟老张吃饭,2025-06-27 13:58:28
帮我记下每个月5号还信用卡,2025-06-27 13:58:28
下个月1号交房租别忘了,2025-06-27 13:58:28
每天晚上8点提醒我健身,2025-06-27 13:58:28
记得这周六上午10点去接孩子,2025-06-27 13:58:28
下周天下午2点有个线上会议,2025-06-27 13:58:28
周三早上记得把垃圾带出去,2025-06-27 13:58:28
周二早上记得帮我预约理发店,2025-06-27 13:58:28
周四下班前把周报发给主管,2025-06-27 13:58:28
下周一带客户参观记得准备资料,2025-06-27 13:58:28
这周五晚上七点闺蜜生日聚餐,2025-06-27 13:58:28
周六上午十点健身私教课别忘了,2025-06-27 13:58:28
下个月15号要交房租了提醒我,2025-06-27 13:58:28
后天记得去宠物医院给猫咪打疫苗,2025-06-27 13:58:28
大后天早上有个视频会议提前准备,2025-06-27 13:58:28
记得提醒我每周末给妈妈打电话,2025-06-27 13:58:28
下周三要给同事准备生日礼物,2025-06-27 13:58:28
明天下午3点和小王在星巴克讨论项目进度,2025-06-27 13:58:28
周五晚上7点半记得给老妈打电话祝生日快乐,2025-06-27 13:58:28
下周二上午10点部门季度会议别迟到,2025-06-27 13:58:28
这周六2点要去健身房上私教课,2025-06-27 13:58:28
记得这周日买猫粮和猫砂  ,2025-06-27 13:58:28
周四中午12点和张总在粤菜馆约饭,2025-06-27 13:58:28
每天早上8点提醒我吃维生素,2025-06-27 13:58:28
下个月5号交房租别忘记,2025-06-27 13:58:28
15号发工资后记得还信用卡,2025-06-27 13:58:28
晚上9点准时看新更的电视剧,2025-06-27 13:58:28
明天早上9点要开部门例会，提前15分钟提醒我,2025-06-27 13:58:28
后天中午12点和刘总在星巴克谈项目，帮我记一下,2025-06-27 13:58:28
下周三晚上7点要看牙医，提前1小时提醒我,2025-06-27 13:58:28
周五下午3点有个线上培训，帮我设置个提醒,2025-06-27 13:58:28
大后天早上8点要交季度报告，千万别忘了提醒我,2025-06-27 13:58:28
周六中午11点半约了王姐吃饭，帮我记着点,2025-06-27 13:58:28
下个月5号要交房租，提前3天提醒我转钱,2025-06-27 13:58:28
每周二晚上8点有瑜伽课，设置个每周重复提醒,2025-06-27 13:58:28
10月20号是我妈生日，当天早上9点提醒我打电话,2025-06-27 13:58:28
下周每天早晨7点都要晨跑，设个工作日重复闹钟,2025-06-27 13:58:28
帮我记下后天上午10点跟客户视频会议，记得提前15分钟提醒我,2025-06-27 13:58:28
周五晚上7点半约了张总在CBD吃日料，别忘了订位,2025-06-27 13:58:28
下周三整个下午都要去医院体检，帮我空出来别安排其他事,2025-06-27 13:58:28
这周六早上9点陪儿子去上钢琴课，记得提醒我带琴谱,2025-06-27 13:58:28
周一上班前提醒我带上要给李总监的合同文件,2025-06-27 13:58:28
每周三晚上8点固定有瑜伽课，帮我设置成每周重复提醒,2025-06-27 13:58:28
下个月5号是老妈生日，提前一周提醒我买礼物,2025-06-27 13:58:28
这周五下班前要交季度报告，设个下午4点的提醒,2025-06-27 13:58:28
帮我记下大后天下午2点-4点要去浦东机场接客户,2025-06-27 13:58:28
每个月28号还房贷，设置个每月自动提醒,2025-06-27 13:58:28
帮我记一下周五晚上7点要和朋友聚餐,2025-06-27 13:58:28
下周一下午三点别忘了预约牙医,2025-06-27 13:58:28
记得提醒我周六上午去拿干洗的衣服,2025-06-27 13:58:28
双十一零点记得抢购那个空气炸锅,2025-06-27 13:58:28
下个月5号是老婆生日要买礼物和订餐厅,2025-06-27 13:58:28
这周日记得给妈妈打电话祝她生日快乐,2025-06-27 13:58:28
提醒我每天晚上8点要遛狗,2025-06-27 13:58:28
下周二交房租记得提前取现金,2025-06-27 13:58:28
帮我设置每个月15号还信用卡的提醒,2025-06-27 13:58:28
明天下午三点记得提醒我交季度报告,2025-06-27 13:58:28
下周三要开部门例会，提前15分钟通知我,2025-06-27 13:58:28
这周六记得买妈妈的生日礼物,2025-06-27 13:58:28
周五晚上7点有线上瑜伽课，帮我记一下,2025-06-27 13:58:28
11号发工资日，设置个提醒别忘还信用卡,2025-06-27 13:58:28
老王下个月5号结婚，记下来别忘准备红包,2025-06-27 13:58:28
每个月25号提醒我交水电费,2025-06-27 13:58:28
下个月医生预约是15号上午10点,2025-06-27 13:58:28
帮我记着这周日要给植物浇水,2025-06-27 13:58:28
周三早上9点有个视频面试，提前测试好设备,2025-06-27 13:58:28
帮我记一下明天下午3点要去医院复查牙齿,2025-06-27 13:58:28
周三晚上7点半记得提醒我瑜伽课,2025-06-27 13:58:28
周五早上9点和客户视频会议 大概1小时,2025-06-27 13:58:28
下周六上午10点记得提醒我预约理发,2025-06-27 13:58:28
这周日全天都要准备考试 帮我记录一下  ,2025-06-27 13:58:28
下个月5号上午10点要交房租 记得提醒我,2025-06-27 13:58:28
每天晚上8点提醒我吃药,2025-06-27 13:58:28
每周三下午4点有心理辅导 需要长期记录,2025-06-27 13:58:28
帮我记着每个月15号还信用卡,2025-06-27 13:58:28
下周二下午2点部门团建 地点在万象城,2025-06-27 13:58:28
后天下午三点有个部门例会要开,2025-06-27 13:58:28
明天早上记得提醒我浇花,2025-06-27 13:58:28
这周末约了老王吃饭别忘了,2025-06-27 13:58:28
下周三之前把报表发给领导,2025-06-27 13:58:28
周五晚上七点健身房私教课,2025-06-27 13:58:28
帮我记着每个月15号交水电费,2025-06-27 13:58:28
下个月8号是妈妈生日要买礼物,2025-06-27 13:58:28
这季度末之前完成客户回访,2025-06-27 13:58:28
每周二和周四晚上要上在线课程,2025-06-27 13:58:28
下周一早上九点有个视频面试,2025-06-27 13:58:28
明天上午十点约了客户喝咖啡,2025-06-27 13:58:28
下周一下午三点有个重要的体检别忘记,2025-06-27 13:58:28
记得提醒我周五交水电费,2025-06-27 13:58:28
帮我把下个月15号还款日记下来,2025-06-27 13:58:28
这周日妈妈生日晚上要家庭聚餐,2025-06-27 13:58:28
周三早上九点部门例会提前通知我,2025-06-27 13:58:28
双十一当天凌晨记得提醒我抢购,2025-06-27 13:58:28
每月10号还房贷别忘了记,2025-06-27 13:58:28
后天下午四点跟健身教练约了私教课,2025-06-27 13:58:28
下周六闺蜜婚礼得提前空出时间,2025-06-27 13:58:28
明天下午三点要和客户视频会议，记得提醒我提前测试设备,2025-06-27 13:58:28
下周三整个上午都要去医院体检，别安排其他事,2025-06-27 13:58:28
周五晚上7点约了老王吃饭，地点还没定，先记着,2025-06-27 13:58:28
周六上午10点健身私教课，千万别忘了带运动毛巾,2025-06-27 13:58:28
下个月8号是妈妈生日，提前一周提醒我买礼物,2025-06-27 13:58:28
帮我记下每个月15号交水电费，设置长期提醒,2025-06-27 13:58:28
这周末大扫除，周六周日各抽出两小时整理房间,2025-06-27 13:58:28
下周二提交季度报告，提前两天提醒我开始准备,2025-06-27 13:58:28
记一下每周三晚上8点的线上瑜伽课,2025-06-27 13:58:28
每天早上9点提醒我吃药，持续到月底,2025-06-27 13:58:28
明天下午3点有个牙医预约,2025-06-27 13:58:28
周五晚上记得订生日蛋糕,2025-06-27 13:58:28
下周三交水电费,2025-06-27 13:58:28
月底提醒我还信用卡,2025-06-27 13:58:28
这周六同学聚会别忘了,2025-06-27 13:58:28
下周出差要带充电器,2025-06-27 13:58:28
每天9点喝一杯水,2025-06-27 13:58:28
每月5号交房租,2025-06-27 13:58:28
每周三晚上7点瑜伽课,2025-06-27 13:58:28
帮我记一下老妈的生日是5月20号,2025-06-27 13:58:28
早上开会前记得打印会议材料,2025-06-27 13:58:28
双十一提醒我抢购,2025-06-27 13:58:28
每季度末提醒备份电脑文件,2025-06-27 13:58:28
遛狗时顺便取快递,2025-06-27 13:58:28
姨妈来之前三天提醒我买卫生巾,2025-06-27 13:58:28
看到好看的盆栽记得提醒我周末去买,2025-06-27 13:58:28
每次发工资后存2000到理财账户,2025-06-27 13:58:28
感冒药快吃完时要补货,2025-06-27 13:58:28
下雨天提醒我带伞,2025-06-27 13:58:28
健身完记得喝蛋白粉,2025-06-27 13:58:28
今天下午三点要跟老王视频会议,2025-06-27 13:58:28
明天晚上七点记得买生日蛋糕,2025-06-27 13:58:28
周五帮我预约牙医，最好是上午,2025-06-27 13:58:28
下周一交季度报告别忘了,2025-06-27 13:58:28
这周六闺蜜婚礼，提前两小时提醒我,2025-06-27 13:58:28
记得提醒我每周三晚上八点健身课,2025-06-27 13:58:28
双十一晚上零点抢购，设个提醒,2025-06-27 13:58:28
每个月5号还房贷，持续提醒,2025-06-27 13:58:28
下个月15号是妈妈生日，提前一周提醒我准备礼物,2025-06-27 13:58:28
每天早上八点叫我起床,2025-06-27 13:58:28
这周末大扫除，周六周日各提醒一次,2025-06-27 13:58:28
明天记得提醒我有个会要开,2025-06-27 13:58:28
帮我记一下周五要交水电费,2025-06-27 13:58:28
下个月5号记得告诉我妈生日要到了,2025-06-27 13:58:28
记着周三下午三点要去看牙医,2025-06-27 13:58:28
帮我存一下健身房会员卡月底到期,2025-06-27 13:58:28
别忘了提醒我周日要给车加油,2025-06-27 13:58:28
记一下下周二要带猫去打疫苗,2025-06-27 13:58:28
帮我记着每个月15号还信用卡,2025-06-27 13:58:28
周四早上记得提醒我有个快递要取,2025-06-27 13:58:28
记得提醒我每个月20号要交房租,2025-06-27 13:58:28
晚上8点给爸妈打个电话,2025-06-27 13:58:28
下午3点和客户视频会议别忘了,2025-06-27 13:58:28
下周一生日趴提前买好礼物,2025-06-27 13:58:28
明早9点交周报别迟到,2025-06-27 13:58:28
每月5号记得还信用卡,2025-06-27 13:58:28
下周三下午带狗去打疫苗,2025-06-27 13:58:28
每天睡前要吃药,2025-06-27 13:58:28
周五下班前把方案发给老板,2025-06-27 13:58:28
这周日别忘了去健身房,2025-06-27 13:58:28
明天早上9点要跟老王视频会议，提醒我一下,2025-06-27 13:58:28
后天下午3点去医院复查牙齿，别忘了,2025-06-27 13:58:28
这周五晚上7点闺蜜生日聚餐，帮我设置个提醒,2025-06-27 13:58:28
下个月5号要交房租了，记在待办里,2025-06-27 13:58:28
每天早上8点记得提醒我吃维生素,2025-06-27 13:58:28
每周三晚上8点有瑜伽课，帮我记录下,2025-06-27 13:58:28
这周末要带狗狗去宠物店洗澡，记一下,2025-06-27 13:58:28
下周二上午10点有个重要的客户提案，帮我设置提醒,2025-06-27 13:58:28
记得提醒我每周日给妈妈打电话,2025-06-27 13:58:28
下周四下午4点要参加孩子的家长会，别忘了,2025-06-27 13:58:28
明天早上9点要跟客户视频会议,2025-06-27 13:58:28
后天中午12点在楼下的川菜馆请老王吃饭,2025-06-27 13:58:28
这周六下午3点记得去健身房,2025-06-27 13:58:28
下周三上午10点半有个医院体检预约,2025-06-27 13:58:28
记得提醒我每个月5号交水电费,2025-06-27 13:58:28
周四晚上7点要参加表弟的生日聚餐,2025-06-27 13:58:28
每天早上8点记得提醒我吃降压药,2025-06-27 13:58:28
双十一晚上8点帮我设置抢购提醒,2025-06-27 13:58:28
下个月15号是结婚纪念日，记得提醒我买花,2025-06-27 13:58:28
每周一早上9点半要开部门晨会,2025-06-27 13:58:28
明天下午三点跟老王约了咖啡 ,2025-06-27 13:58:28
下周二早上九点团队周例会别忘了  ,2025-06-27 13:58:28
周五晚上七点半记得订生日蛋糕  ,2025-06-27 13:58:28
这周六上午十点带娃去上钢琴课  ,2025-06-27 13:58:28
下个月15号记得交房租水电费,2025-06-27 13:58:28
帮我记一下每周三晚上八点的瑜伽课  ,2025-06-27 13:58:28
双十一凌晨记得抢购要囤的日用品  ,2025-06-27 13:58:28
每年清明节都要回老家扫墓  ,2025-06-27 13:58:28
元旦假期最后一天写年终总结,2025-06-27 13:58:28
明天下午3点跟客户视频会议,2025-06-27 13:58:28
这周五晚上7点姐妹聚餐别忘了,2025-06-27 13:58:28
下个月10号记得还房贷,2025-06-27 13:58:28
周日早上8点健身课调成了9点半,2025-06-27 13:58:28
下周三临时要出差去上海,2025-06-27 13:58:28
这周末记得给妈妈买生日礼物,2025-06-27 13:58:28
今天下班前要发项目进度报告,2025-06-27 13:58:28
后天早上10点部门团建,2025-06-27 13:58:28
大后天下午两点约了牙医洗牙,2025-06-27 13:58:28
下个月15号信用卡自动还款,2025-06-27 13:58:28
晚上8点提醒我吃维生素,2025-06-27 13:58:28
下周记得买狗粮，快吃完了,2025-06-27 13:58:28
15号发工资后记得转2000到储蓄账户,2025-06-27 13:58:28
帮我记一下每月5号交水电费,2025-06-27 13:58:28
下周二下午4点要带猫去打疫苗,2025-06-27 13:58:28
周四晚上7点半有线上瑜伽课,2025-06-27 13:58:28
明天中午12点和张总约了商务午餐,2025-06-27 13:58:28
下个月20号是结婚纪念日，提前订餐厅,2025-06-27 13:58:28
每天早上7点提醒我喝一杯温水,2025-06-27 13:58:28
明天下午3点记得提醒我去超市买牛奶,2025-06-27 13:58:28
下周三晚上7点半帮我记一下闺蜜聚餐，地点是老地方咖啡馆,2025-06-27 13:58:28
这周五医生预约别忘了，上午9点15分,2025-06-27 13:58:28
每月8号提醒我还信用卡,2025-06-27 13:58:28
下个月5号要交房租了，设置个提醒,2025-06-27 13:58:28
每天早上8点提醒我吃维生素,2025-06-27 13:58:28
今天下午6点提醒我拿快递，在小区丰巢柜,2025-06-27 13:58:28
11月15号提醒我预约车辆年检,2025-06-27 13:58:28
后天中午12点帮我记一下和客户视频会议，用zoom,2025-06-27 13:58:28
明天早上9点记得给客户回电话,2025-06-27 13:58:28
下午三点帮我约一下理发店,2025-06-27 13:58:28
周末去超市买牛奶和鸡蛋,2025-06-27 13:58:28
下周三交水电费别忘了,2025-06-27 13:58:28
周五晚上7点跟老张约饭局记一下,2025-06-27 13:58:28
记得提醒我每个月5号还信用卡,2025-06-27 13:58:28
这周六早上10点健身房私教课,2025-06-27 13:58:28
下个月15号妈妈生日要买礼物,2025-06-27 13:58:28
每天早上8点提醒我吃药,2025-06-27 13:58:28
后天下午两点部门开会帮我记着,2025-06-27 13:58:28
帮我记下午三点要和老王视频会议,2025-06-27 13:58:28
周末记得提醒我去超市买牛奶,2025-06-27 13:58:28
下周二上午十点有个重要的客户演示,2025-06-27 13:58:28
每周三晚上七点记得提醒我上瑜伽课,2025-06-27 13:58:28
双十一那天提醒我抢购,2025-06-27 13:58:28
这周五下班前要交季度报告初稿,2025-06-27 13:58:28
每个月5号提醒我交房租,2025-06-27 13:58:28
过生日那天提醒我给妈妈打个电话,2025-06-27 13:58:28
记得提醒我每三个月更换一次牙刷,2025-06-27 13:58:28
下周医生复诊时间是周四下午两点半,2025-06-27 13:58:28
明天上午9点有个项目例会，帮我记一下,2025-06-27 13:58:28
后天晚上7点半约了朋友看电影，别让我忘了,2025-06-27 13:58:28
下周三10点要交月度报告，提前一天提醒我准备,2025-06-27 13:58:28
这周五下午3点约了牙医洗牙，记得提醒我带医保卡,2025-06-27 13:58:28
周末想去超市采购，周六早上10点提醒我列购物清单,2025-06-27 13:58:28
下个月5号是妈妈生日，提前一周提醒我买礼物,2025-06-27 13:58:28
每周一早上9点提醒我提交周工作计划,2025-06-27 13:58:28
月底最后一天提醒我交房租  ,2025-06-27 13:58:28
下周四下午2点有个重要客户拜访，提前半小时提醒我检查资料,2025-06-27 13:58:28
明天下午三点要跟老王开项目进度会，记得带上报表,2025-06-27 13:58:28
周五记得提醒我去剪头发，都拖了两周了,2025-06-27 13:58:28
下个月5号是老婆生日，提前订好餐厅和礼物,2025-06-27 13:58:28
每周三晚上7点健身私教课，别又偷懒不去了,2025-06-27 13:58:28
这周日爸妈要来家里吃饭，记得买菜别点外卖,2025-06-27 13:58:28
双十一记得提醒我抢那款打折的咖啡机,2025-06-27 13:58:28
每天下午4点要吃药，设个固定提醒,2025-06-27 13:58:28
月底前要交季度报告，提前三天提醒我写,2025-06-27 13:58:28
记得设置每月15号还房贷的提醒，别逾期了,2025-06-27 13:58:28
周三晚上8点帮我记一下跟客户视频会议,2025-06-27 13:58:28
这周六上午10点要去看牙医别忘了,2025-06-27 13:58:28
每隔三天提醒我浇一次办公室的绿萝,2025-06-27 13:58:28
下个月5号是妈妈的生日要提前准备礼物,2025-06-27 13:58:28
每天早上7点半提醒我吃降压药,2025-06-27 13:58:28
这周五下班前要提交季度报告初稿,2025-06-27 13:58:28
帮我记一下每个月15号还信用卡,2025-06-27 13:58:28
10月20号纪念日记得订餐厅和买花,2025-06-27 13:58:28
明天下午三点要跟王总视频会议，提前十分钟通知我  ,2025-06-27 13:58:28
后天晚上记得提醒我给妈妈打电话，她生日快到了  ,2025-06-27 13:58:28
帮我记一下这周末要买的东西：牛奶、鸡蛋、面包  ,2025-06-27 13:58:28
下个月5号提醒我交房租，重要的事情,2025-06-27 13:58:28
这周五下班后约了小李吃饭，地点在商场那家火锅店  ,2025-06-27 13:58:28
