query_hist,current_time
每天早上8点提醒我吃维生素，持续一个月,2025-06-27 13:58:28
下周二医生预约是下午两点半，别让我迟到  ,2025-06-27 13:58:28
记得提醒我每三个月换一次牙刷  ,2025-06-27 13:58:28
这周日上午十点小区停电，记得提醒我把电脑充满电,2025-06-27 13:58:28
周四晚上7点和老王约的饭局帮我记一下,2025-06-27 13:58:28
下周一的部门例会提前半小时提醒我,2025-06-27 13:58:28
双十一记得帮我抢那个打折的烤箱,2025-06-27 13:58:28
每月15号提醒我给花浇水,2025-06-27 13:58:28
后天早上9点视频会议千万别忘了,2025-06-27 13:58:28
这周六带宝宝打疫苗记得提醒我,2025-06-27 13:58:28
下个月5号房贷还款日设个提醒,2025-06-27 13:58:28
每天晚上8点提醒我吃药,2025-06-27 13:58:28
元旦假期记得提醒我买回家的车票,2025-06-27 13:58:28
明天早上九点我要去牙医诊所复查,2025-06-27 13:58:28
下午三点别忘了给客户回电话,2025-06-27 13:58:28
周六上午十点约了健身教练上课,2025-06-27 13:58:28
记得提醒我周三晚上七点参加线上读书会,2025-06-27 13:58:28
下个月五号妈妈生日要买礼物,2025-06-27 13:58:28
后天下午两点部门有个重要的项目会议,2025-06-27 13:58:28
周五下班前要把周报发给主管,2025-06-27 13:58:28
这周末要带狗狗去宠物店洗澡,2025-06-27 13:58:28
姨妈下周三从上海来玩，记得去高铁站接她,2025-06-27 13:58:28
下周二交房租，提前准备好现金,2025-06-27 13:58:28
帮我记一下这周五下午三点要和老王视频会议  ,2025-06-27 13:58:28
明天早上九点记得提醒我吃药  ,2025-06-27 13:58:28
下周三别忘了预约理发  ,2025-06-27 13:58:28
记着这周六要给妈妈过生日  ,2025-06-27 13:58:28
下个月15号要交房租水电费,2025-06-27 13:58:28
下周二上午十点有个客户拜访  ,2025-06-27 13:58:28
周五下班前要把工作报告发给领导  ,2025-06-27 13:58:28
这周日记得去超市采购生活用品  ,2025-06-27 13:58:28
下个月8号是结婚纪念日要提前订餐厅,2025-06-27 13:58:28
明天下午3点记得提醒我跟李总开会,2025-06-27 13:58:28
周五晚上7点约了健身房私教课别忘了,2025-06-27 13:58:28
下周三上午10点有个产品演示需要准备,2025-06-27 13:58:28
记得提醒我周末要去超市采购日用品,2025-06-27 13:58:28
帮我记一下每个月15号要交水电费,2025-06-27 13:58:28
下个月5号是结婚纪念日得提前订餐厅,2025-06-27 13:58:28
周二早上9点有个重要的客户电话会议,2025-06-27 13:58:28
这周六同学聚会地点还没定要记得跟进,2025-06-27 13:58:28
下周四下午带孩子去打疫苗别忘了,2025-06-27 13:58:28
帮我记下明天上午10点要和王总视频会议,2025-06-27 13:58:28
下周一下午3点记得提醒我去幼儿园接孩子,2025-06-27 13:58:28
双十一那天提醒我抢购新出的手机  ,2025-06-27 13:58:28
每个月15号提醒我交房租水电费,2025-06-27 13:58:28
下周三医生预约检查记得提前一小时通知我  ,2025-06-27 13:58:28
周五下班前提醒我把工作报告发给领导  ,2025-06-27 13:58:28
每天早上8点提醒我吃降压药,2025-06-27 13:58:28
这周六同学聚会别忘了提醒我带礼物  ,2025-06-27 13:58:28
情人节前一天提醒我订玫瑰花  ,2025-06-27 13:58:28
每次发工资日提醒我存2000块到理财账户,2025-06-27 13:58:28
帮我记一下后天早上九点要去医院复查牙齿  ,2025-06-27 13:58:28
下周一上午十点半有个跟客户的视频会议别忘了  ,2025-06-27 13:58:28
周五晚上七点记得提醒我去火车站接我爸妈  ,2025-06-27 13:58:28
这周六下午两点约了朋友在星巴克喝咖啡帮我记一下  ,2025-06-27 13:58:28
今晚八点记得提醒我给老妈打个电话祝她生日快乐  ,2025-06-27 13:58:28
帮我记着周四中午十二点部门聚餐在海底捞  ,2025-06-27 13:58:28
下个月五号上午十点要去房管局办过户手续  ,2025-06-27 13:58:28
明天早上七点二十的闹钟别忘了叫我起床赶飞机  ,2025-06-27 13:58:28
帮我记个健身房的私教课，周日下午四点,2025-06-27 13:58:28
明天下午三点约了客户在星巴克谈项目,2025-06-27 13:58:28
周五晚上7点要去看复仇者联盟的首映,2025-06-27 13:58:28
下周三记得提醒我交水电费,2025-06-27 13:58:28
帮我记着每个月5号要给信用卡还款,2025-06-27 13:58:28
周一早上9点部门例会千万别迟到,2025-06-27 13:58:28
双十一记得提醒我抢购那个限量版耳机,2025-06-27 13:58:28
11月15号是结婚纪念日，提前订束玫瑰,2025-06-27 13:58:28
下个月10号是驾照到期日，记得去换证,2025-06-27 13:58:28
周六中午同学聚会，在海底捞解放路店,2025-06-27 13:58:28
后天下午三点提醒我约牙医复查,2025-06-27 13:58:28
下周一早上九点有个团队例会要准备,2025-06-27 13:58:28
周五下班前记得把季度总结发给领导,2025-06-27 13:58:28
这周末要买生日礼物给老妈,2025-06-27 13:58:28
双十一晚上八点提醒我抢购,2025-06-27 13:58:28
下个月15号交房租别忘了,2025-06-27 13:58:28
周三中午12点和张总在星巴克谈合作,2025-06-27 13:58:28
每天下午五点提醒我喝杯水休息下,2025-06-27 13:58:28
11月30号前把年度报告写完,2025-06-27 13:58:28
明早八点叫我起床，要赶早班机,2025-06-27 13:58:28
下周一记得提醒我交水电费,2025-06-27 13:58:28
周五晚上帮我记着约老王吃饭,2025-06-27 13:58:28
这周末要带小孩去动物园别忘了,2025-06-27 13:58:28
记得提醒我每个月5号还信用卡,2025-06-27 13:58:28
帮我记着周三下午三点有个视频会议,2025-06-27 13:58:28
双十一记得提醒我买猫粮,2025-06-27 13:58:28
下个月15号是老妈生日别忘了准备礼物,2025-06-27 13:58:28
每天早上8点半提醒我吃药,2025-06-27 13:58:28
下周健身房的卡到期了该续费了,2025-06-27 13:58:28
帮我记着周四要给客户发方案,2025-06-27 13:58:28
明天下午三点要跟张总视频会议，记得提前提醒我准备资料,2025-06-27 13:58:28
下周三妈妈生日，要记得晚上回家吃饭，帮我设个提醒,2025-06-27 13:58:28
这个月15号要交电费，别忘了提前通知我,2025-06-27 13:58:28
每天早上8点提醒我吃降压药，要持续一周,2025-06-27 13:58:28
帮我记一下，每个月5号还房贷，长期提醒,2025-06-27 13:58:28
周五下班前要提交季度报告，设个截止时间提醒,2025-06-27 13:58:28
下个月10号是结婚纪念日，记得提醒我买礼物,2025-06-27 13:58:28
每周二和周四晚上7点有健身课，帮我设置重复提醒,2025-06-27 13:58:28
下周一上午9点要去看牙医，提前半小时提醒我出门,2025-06-27 13:58:28
明天下午3点要和客户王总视频会议讨论新项目,2025-06-27 13:58:28
周日下午2点记得提醒我去火车站接妈妈,2025-06-27 13:58:28
周五晚上7点半约了闺蜜在海底捞吃火锅，别忘了,2025-06-27 13:58:28
每周三和周五晚上8点都要提醒我上瑜伽课,2025-06-27 13:58:28
双十一晚上12点抢购，提前10分钟提醒我,2025-06-27 13:58:28
下周二交房租，记得提醒我转账给房东  ,2025-06-27 13:58:28
这周六早上9点狗狗要打疫苗，预约了宠物医院,2025-06-27 13:58:28
每天晚上11点提醒我吃药，要连吃一周,2025-06-27 13:58:28
下周四下午4点部门季度汇报，提前准备好PPT,2025-06-27 13:58:28
明天十点记得提醒我交水电费,2025-06-27 13:58:28
下个月5号是老婆生日，别忘了买礼物,2025-06-27 13:58:28
周五晚上7点同事聚餐，地点在海底捞,2025-06-27 13:58:28
下周二早上9点有个部门例会，提前准备材料,2025-06-27 13:58:28
记一下每月的15号要还信用卡,2025-06-27 13:58:28
这周四下午3点约了牙医洗牙,2025-06-27 13:58:28
下周一上午10点半要去医院拿体检报告,2025-06-27 13:58:28
帮我记住每周三晚上8点要上网课,2025-06-27 13:58:28
周末要买生日礼物给老妈，预算500元左右,2025-06-27 13:58:28
下个月15号交房租水电，提前三天提醒我转账,2025-06-27 13:58:28
周三晚上7点健身课，帮我记录在运动分类里,2025-06-27 13:58:28
这周五中午部门聚餐，地点还没定，先记着,2025-06-27 13:58:28
记得提醒我每个月1号给信用卡还款,2025-06-27 13:58:28
下周三下午两点客户拜访，提前准备样品和报价单,2025-06-27 13:58:28
下周四晚上8点线上培训，把会议链接也记一下,2025-06-27 13:58:28
周六上午10点去宠物医院给猫打疫苗,2025-06-27 13:58:28
下个月10号是纪念日，提前一周提醒我订餐厅,2025-06-27 13:58:28
周五下午记得去干洗店取衣服,2025-06-27 13:58:28
这周六闺蜜生日别忘了买礼物,2025-06-27 13:58:28
记得提醒我每天喝八杯水,2025-06-27 13:58:28
下个月5号房贷还款日，提前转账,2025-06-27 13:58:28
周三晚上和健身教练约了私教课,2025-06-27 13:58:28
这周日带爸妈去新开的餐厅吃饭,2025-06-27 13:58:28
周二下午三点部门例会别迟到,2025-06-27 13:58:28
妈妈下周三复查，提前请好假,2025-06-27 13:58:28
明天早上九点约了牙医洗牙  ,2025-06-27 13:58:28
周五晚上七点半要参加同事的生日聚餐  ,2025-06-27 13:58:28
这周日下午两点带狗狗去宠物店洗澡  ,2025-06-27 13:58:28
下个月5号记得交水电费,2025-06-27 13:58:28
每天早上八点提醒我喝一杯温水  ,2025-06-27 13:58:28
后天中午和客户在万达广场吃饭谈项目  ,2025-06-27 13:58:28
每周三晚上八点有瑜伽课别忘了  ,2025-06-27 13:58:28
月底前要把工作报告发给领导  ,2025-06-27 13:58:28
下周六上午十点陪妈妈逛超市  ,2025-06-27 13:58:28
记得这周五下班后去干洗店取西装  ,2025-06-27 13:58:28
五一假期第一天要订去杭州的高铁票,2025-06-27 13:58:28
今天下午3点有个客户视频会议别忘了,2025-06-27 13:58:28
周三晚上7点约了老王吃火锅记得提醒我,2025-06-27 13:58:28
下个月5号要交房租了帮我设置个提醒,2025-06-27 13:58:28
早上8点记得叫我起床，闹钟调大声点,2025-06-27 13:58:28
周五下班记得提醒我去超市买牛奶,2025-06-27 13:58:28
帮我记一下医生预约是下周二下午2点半,2025-06-27 13:58:28
下周六是老婆生日千万别忘记买礼物,2025-06-27 13:58:28
每个月15号要还信用卡设个长期提醒,2025-06-27 13:58:28
记得提醒我每天晚上8点给猫喂粮,2025-06-27 13:58:28
明天晚上八点提醒我去健身房,2025-06-27 13:58:28
周四下午三点帮我记个会议，主题是项目进度汇报,2025-06-27 13:58:28
这周六记得提醒我买妈妈的生日礼物,2025-06-27 13:58:28
每周二和周四晚上七点提醒我上网课,2025-06-27 13:58:28
帮我记一下每个月5号要还信用卡,2025-06-27 13:58:28
今天晚上七点半提醒我取快递,2025-06-27 13:58:28
下周日出差要带身份证，帮我设个出发前一天的提醒,2025-06-27 13:58:28
记得提醒我每个月15号给植物浇水,2025-06-27 13:58:28
周五下班前提醒我交周报,2025-06-27 13:58:28
帮我记一下明天下午三点要和客户视频会议,2025-06-27 13:58:28
周四早上别忘了提醒我交水电费,2025-06-27 13:58:28
下个月五号是妈妈的生日，记得提前一天提醒我买蛋糕,2025-06-27 13:58:28
这周六上午十点约了牙医洗牙，帮我记一下,2025-06-27 13:58:28
每天早上七点半提醒我吃药,2025-06-27 13:58:28
记一下每周五下班前要发周报给领导,2025-06-27 13:58:28
下周三上午九点部门团建，地点在科技园A栋,2025-06-27 13:58:28
帮我设置每个月1号还信用卡的提醒,2025-06-27 13:58:28
这周日晚上七点记得提醒我追新一集电视剧,2025-06-27 13:58:28
后天下午两点有个快递要取，放快递柜会超时,2025-06-27 13:58:28
明天下午三点要和客户视频会议，记得提醒我,2025-06-27 13:58:28
周五晚上七点约了朋友吃饭，别忘了,2025-06-27 13:58:28
下周二早上十点有个体检，帮我记下来,2025-06-27 13:58:28
这周六上午十点半要带狗狗去宠物店洗澡,2025-06-27 13:58:28
记得提醒我每周三晚上八点要上网课,2025-06-27 13:58:28
下个月5号是妈妈生日，提前一天提醒我买礼物,2025-06-27 13:58:28
每天早上八点半叫我起床，工作日都要,2025-06-27 13:58:28
周五下班前要提交周报，别忘记了,2025-06-27 13:58:28
每周日上午九点要去健身房，设个重复提醒,2025-06-27 13:58:28
下周四下午两点有个重要的面试帮我记一下,2025-06-27 13:58:28
明天下午3点和客户张三电话沟通新产品方案，记一下,2025-06-27 13:58:28
这周五晚上7点记得提醒我去健身房的瑜伽课,2025-06-27 13:58:28
下个月5号是我妈生日，提前一天提醒我买礼物,2025-06-27 13:58:28
记得每周一早上8点提醒我提交周报,2025-06-27 13:58:28
后天上午11点有个面试，地点在科技园A座3楼,2025-06-27 13:58:28
每周六早上10点要带狗狗去宠物医院做理疗,2025-06-27 13:58:28
下周三是结婚纪念日，晚上6点提醒我订餐厅,2025-06-27 13:58:28
每天早上7点半提醒我吃降压药,2025-06-27 13:58:28
"下周四下午2点到4点要参加线上培训，主题是""AI应用实践""",2025-06-27 13:58:28
明天早上9点记得帮我约牙医诊所洗牙,2025-06-27 13:58:28
周末要去超市采购，帮我记一下要买牛奶、鸡蛋和面包,2025-06-27 13:58:28
下个月5号是老王生日，提前三天提醒我准备礼物,2025-06-27 13:58:28
每周二和周五晚上7点有瑜伽课，帮我设置成重复提醒,2025-06-27 13:58:28
这周五下班后要跟同事聚餐，地点在公司附近的火锅店  ,2025-06-27 13:58:28
下周一交季度报告，当天早上给我弹个提醒  ,2025-06-27 13:58:28
每天早上8点提醒我吃药，持续一周,2025-06-27 13:58:28
这周六带孩子去动物园玩，记得提醒我带防晒霜和水杯  ,2025-06-27 13:58:28
下周四上午10点有个视频会议，链接发我邮箱里,2025-06-27 13:58:28
月底记得提醒我交房租和水电费,2025-06-27 13:58:28
帮我记一下下周二下午3点要去医院复诊，在朝阳医院三楼内科,2025-06-27 13:58:28
周五早上9点要交季度报告，提前两小时提醒我一下,2025-06-27 13:58:28
这周六约了小王去爬山，早上8点在香山公园东门集合,2025-06-27 13:58:28
下个月5号是妈妈生日，记得当天早上提醒我买蛋糕和鲜花,2025-06-27 13:58:28
每周三晚上8点有瑜伽课，帮我设置成每周重复提醒,2025-06-27 13:58:28
这周日要给客户发方案初稿，设置个下午4点的提醒,2025-06-27 13:58:28
每天晚上10点提醒我吃药，设置成每日重复,2025-06-27 13:58:28
下个月15号要交房租，提前三天提醒我转账,2025-06-27 13:58:28
帮我记一下下周二的体检预约，下午3点,2025-06-27 13:58:28
周五晚上8点记得提醒我买猫粮,2025-06-27 13:58:28
下个月5号要交房租，提前三天提醒我,2025-06-27 13:58:28
帮我记录每周三晚上7点的瑜伽课,2025-06-27 13:58:28
记着这周六给妈妈打个电话祝她生日快乐,2025-06-27 13:58:28
下周三上午10点半有个视频会议，帮我设个闹钟,2025-06-27 13:58:28
帮我记着每个月1号要还信用卡,2025-06-27 13:58:28
帮我设置每天早上7点的起床提醒,2025-06-27 13:58:28
明天早上9点记得提醒我浇花,2025-06-27 13:58:28
下个月15号是交房租的日子，设置个提醒,2025-06-27 13:58:28
周五晚上8点有线上会议，别忘啦,2025-06-27 13:58:28
记得每天下午3点提醒我吃药,2025-06-27 13:58:28
下周三早上要带猫去打疫苗,2025-06-27 13:58:28
这周六闺蜜生日，提前一天提醒我买礼物,2025-06-27 13:58:28
每周一早上10点固定要开周会,2025-06-27 13:58:28
双十一晚上12点抢购，帮我记着时间,2025-06-27 13:58:28
月底记得提醒我还信用卡,2025-06-27 13:58:28
明天早上9点记得提醒我开部门例会,2025-06-27 13:58:28
周末要带宝宝去打疫苗，先记一下,2025-06-27 13:58:28
下个月5号记得买生日礼物，老婆要过生日了,2025-06-27 13:58:28
周五下班前要把报告发给王总，设个提醒,2025-06-27 13:58:28
记得提醒我每周三晚上8点要上网课,2025-06-27 13:58:28
下周二上午10点有个重要面试，提前半小时提醒我,2025-06-27 13:58:28
每天下午3点要喝杯水，帮我记一下这个习惯,2025-06-27 13:58:28
下周要去医院复查牙齿，具体时间等医院通知来了再记,2025-06-27 13:58:28
月底前要交房租，提前三天提醒我转账,2025-06-27 13:58:28
后天早上记得提醒我去医院复查牙齿,2025-06-27 13:58:28
周末约了小王吃饭，地点还没定，先记着这事,2025-06-27 13:58:28
下周三之前要交季度报告，千万别忘了,2025-06-27 13:58:28
双十一记得提醒我抢购那个限量款包包,2025-06-27 13:58:28
每月5号水电费缴，设置个周期性提醒,2025-06-27 13:58:28
这周五晚上7点跟朋友视频通话，帮我记着,2025-06-27 13:58:28
下个月15号是妈妈生日，提前一周提醒我准备礼物,2025-06-27 13:58:28
周四中午12点跟客户约了饭局，帮我记下餐厅地址,2025-06-27 13:58:28
帮我记下周五下午三点要和客户视频会议，记得提前测试设备,2025-06-27 13:58:28
周三别忘了预订周末野餐的食材，清单在手机备忘录里,2025-06-27 13:58:28
提醒我每天九点给猫主子喂药，持续一周,2025-06-27 13:58:28
下个月五号是老妈生日，提前两天提醒我买礼物,2025-06-27 13:58:28
这周六健身房的私教课改到下午四点，别记错时间了,2025-06-27 13:58:28
记得每周日晚上整理下周的工作计划，循环提醒,2025-06-27 13:58:28
下周三交房租，帮我记着从工资卡里转账,2025-06-27 13:58:28
下个月十号要带狗去打疫苗，提前一天提醒我预约,2025-06-27 13:58:28
帮我记着每个月15号给盆栽换水施肥,2025-06-27 13:58:28
明天下午三点要去看牙医，记得提前半小时出门,2025-06-27 13:58:28
周末记得买生日礼物给妈妈，她最喜欢鲜花,2025-06-27 13:58:28
下周三项目汇报，提前把PPT再检查两遍,2025-06-27 13:58:28
周五晚上约了健身教练，别又偷懒不去了,2025-06-27 13:58:28
提醒我每天喝水，每隔两小时喝一杯,2025-06-27 13:58:28
这周六小区停电，记得把充电宝都充满,2025-06-27 13:58:28
下个月5号要交房租，提前准备好现金,2025-06-27 13:58:28
下周二宝宝打疫苗，千万别睡过头,2025-06-27 13:58:28
别忘了这周日调闹钟，要参加闺蜜的婚礼,2025-06-27 13:58:28
下午三点提醒我和老王开周例会  ,2025-06-27 13:58:28
明天早上九点记得给我妈妈打电话  ,2025-06-27 13:58:28
周五下班前要提交季度报告初稿  ,2025-06-27 13:58:28
周六上午十点健身房私教课别迟到  ,2025-06-27 13:58:28
下个月5号交房租水电记得提醒我,2025-06-27 13:58:28
这周四晚上七点半姐妹聚餐订好位置了,2025-06-27 13:58:28
每天早上八点吃药别忘了  ,2025-06-27 13:58:28
月底前把车送去4s店保养,2025-06-27 13:58:28
下周日带宝宝去打疫苗要提前挂号,2025-06-27 13:58:28
帮我记一下明天下午3点要和客户视频会议，记得提前10分钟提醒我,2025-06-27 13:58:28
周五晚上7点约了朋友在万达吃饭，别忘了提醒我,2025-06-27 13:58:28
下周三体检，帮我设置一个当天早上8点的提醒，记得让我带身份证,2025-06-27 13:58:28
这周六我妈生日，晚上6点提醒我给家里打个视频电话,2025-06-27 13:58:28
每周二和周四晚上8点提醒我去健身房，持续一个月,2025-06-27 13:58:28
双十一凌晨提醒我抢购，设个12点的闹钟,2025-06-27 13:58:28
下个月5号是还款日，提醒我上午还信用卡,2025-06-27 13:58:28
每天早上8点半提醒我吃维生素，要重复的,2025-06-27 13:58:28
后天下午2点预约了医生，帮我记着点,2025-06-27 13:58:28
每周日晚上9点提醒我整理下周的工作计划,2025-06-27 13:58:28
明天下班后要去超市买牛奶和鸡蛋,2025-06-27 13:58:28
下周三下午三点有个重要的客户会议,2025-06-27 13:58:28
记得提醒我每周五晚上给妈妈打电话,2025-06-27 13:58:28
帮我记一下本月28号是信用卡还款日,2025-06-27 13:58:28
周五要交项目方案初稿，提前两天提醒我一下,2025-06-27 13:58:28
下个月10号闺蜜生日，别忘了准备礼物,2025-06-27 13:58:28
每周二和周四晚上7点有瑜伽课,2025-06-27 13:58:28
这周六约了中介看房，地址发你微信了,2025-06-27 13:58:28
下周二医生复诊预约在上午10点半,2025-06-27 13:58:28
帮我设置每天早上8点的喝水提醒,2025-06-27 13:58:28
后天下午3点记得提醒我去牙医那里复诊,2025-06-27 13:58:28
这周末要带宝宝去打疫苗，千万别忘了  ,2025-06-27 13:58:28
下周三之前得把季度报告发给领导，很重要  ,2025-06-27 13:58:28
晚上8点健身课，帮我记一下,2025-06-27 13:58:28