query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time_not_right,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_date_chinese,start_time_chinese,end_date_chinese,end_time_chinese,remind_date_chinese,remind_time_chinese
后天晚上记得提醒我给妈妈打电话，她生日快到了  ,`2025-06-27 13:58:28,待办,,给妈妈打电话,,妈妈,否,1,,,,否,,,,后天晚上,,,,后天晚上,
帮我记一下这周末要买的东西：牛奶、鸡蛋、面包  ,`2025-06-27 13:58:28,待办,购物,牛奶、鸡蛋、面包,,,否,1,,,,否,,,,,,,,,
下个月5号提醒我交房租，重要的事情,`2025-06-27 13:58:28,待办,,交房租,,,否,1,,,,否,,,,下个月5号,,,,下个月5号,
这周五下班后约了小李吃饭，地点在商场那家火锅店  ,`2025-06-27 13:58:28,日程,约见,约小李吃饭,商场那家火锅店,小李,否,1,,,,否,,,,这周五,下班后,,,,
每天早上8点提醒我吃维生素，持续一个月,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,2025-07-28 23:59:59,,早上8点,,,,早上8点
下周二医生预约是下午两点半，别让我迟到  ,`2025-06-27 13:58:28,日程,就医,医生预约,,医生,是,0,`2025-07-01 14:30:00,,,否,,,,下周二,下午两点半,,,,
记得提醒我每三个月换一次牙刷  ,`2025-06-27 13:58:28,待办,健康,换牙刷,,,否,1,,,,是,月,3,,,,,,,
这周日上午十点小区停电，记得提醒我把电脑充满电,`2025-06-27 13:58:28,待办,健康,提醒我把电脑充满电,,,是,0,`2025-06-29 10:00:00,,`2025-06-29 10:00:00,否,,,,这周日,上午10点,,,这周日,上午10点
周四晚上7点和老王约的饭局帮我记一下,`2025-06-27 13:58:28,日程,约见,和老王吃饭,,老王,是,0,`2025-07-03 19:00:00,,,否,,,,周四,晚上7点,,,,
下周一的部门例会提前半小时提醒我,`2025-06-27 13:58:28,日程,会议,部门例会,,,否,1,,,,否,,,,下周一,,,,下周一,提前半小时
双十一记得帮我抢那个打折的烤箱,`2025-06-27 13:58:28,待办,购物,抢打折的烤箱,,,否,1,,,,否,,,,,,,,双十一,
每月15号提醒我给花浇水,`2025-06-27 13:58:28,待办,健康,给花浇水,,,否,1,,,,是,月,15,,每月15号,,,,每月15号,
后天早上9点视频会议千万别忘了,`2025-06-27 13:58:28,日程,会议,视频会议,,,是,0,`2025-06-29 09:00:00,,,否,,,,后天,早上9点,,,,
这周六带宝宝打疫苗记得提醒我,`2025-06-27 13:58:28,待办,健康,带宝宝打疫苗,,宝宝,否,1,,,,否,,,,这周六,,,,这周六,
下个月5号房贷还款日设个提醒,`2025-06-27 13:58:28,待办,财务,房贷还款,,,否,1,,,,否,,,,,,,,下个月5号,
每天晚上8点提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,日,1,,,晚上8点,,,,晚上8点
元旦假期记得提醒我买回家的车票,`2025-06-27 13:58:28,待办,出行,买回家的车票,,,否,1,,,,否,,,,,,,,元旦假期,
明天早上九点我要去牙医诊所复查,`2025-06-27 13:58:28,日程,就医,去牙医诊所复查,牙医诊所,,是,0,`2025-06-28 09:00:00,,,否,,,,明天,早上九点,,,,
下午三点别忘了给客户回电话,`2025-06-27 13:58:28,待办,通讯,给客户回电话,,客户,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,否,,,,,下午3点,,,,下午3点
周六上午十点约了健身教练上课,`2025-06-27 13:58:28,日程,运动,约了健身教练上课,,健身教练,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午十点,,,,
记得提醒我周三晚上七点参加线上读书会,`2025-06-27 13:58:28,日程,学习,参加线上读书会,,,是,0,`2025-07-02 19:00:00,,`2025-07-02 19:00:00,否,,,,周三,晚上七点,,,周三,晚上七点
下个月五号妈妈生日要买礼物,`2025-06-27 13:58:28,待办,家庭,妈妈生日要买礼物,,妈妈,否,1,,,,否,,,,下个月五号,,,,,
后天下午两点部门有个重要的项目会议,`2025-06-27 13:58:28,日程,会议,部门有个重要的项目会议,,,是,0,`2025-06-29 14:00:00,,,否,,,,后天,下午两点,,,,
周五下班前要把周报发给主管,`2025-06-27 13:58:28,待办,工作,周报,,主管,否,1,,,,否,,,,周五,,,,,
这周末要带狗狗去宠物店洗澡,`2025-06-27 13:58:28,日程,宠物护理,带狗狗去宠物店洗澡,宠物店,,否,1,,,,否,,,,这周末,,,,,
姨妈下周三从上海来玩，记得去高铁站接她,`2025-06-27 13:58:28,日程,约见,去高铁站接姨妈,高铁站,姨妈,否,1,,,,否,,,,下周三,,,,,
下周二交房租，提前准备好现金,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下周二,,,,,
帮我记一下这周五下午三点要和老王视频会议  ,`2025-06-27 13:58:28,日程,会议,和老王视频会议,,老王,是,0,`2025-06-27 15:00:00,,,否,,,,这周五,下午三点,,,,
明天早上九点记得提醒我吃药  ,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上九点,,,明天,早上九点
下周三别忘了预约理发  ,`2025-06-27 13:58:28,待办,生活,预约理发,,,否,1,,,,否,,,,,,,,下周三,
记着这周六要给妈妈过生日  ,`2025-06-27 13:58:28,日程,家庭,给妈妈过生日,,妈妈,否,1,,,,否,,,,这周六,,,,,
下个月15号要交房租水电费,`2025-06-27 13:58:28,待办,生活,交房租水电费,,,否,1,,,,否,,,,下个月15号,,,,,
下周二上午十点有个客户拜访  ,`2025-06-27 13:58:28,日程,应酬,客户拜访,,客户,是,0,`2025-07-01 10:00:00,,,否,,,,下周二,上午十点,,,,
周五下班前要把工作报告发给领导  ,`2025-06-27 13:58:28,待办,工作,工作报告,,领导,否,1,,,,否,,,,,,,,,
这周日记得去超市采购生活用品  ,`2025-06-27 13:58:28,待办,购物,去超市采购生活用品,,,否,1,,,,否,,,,这周日,,,,这周日,
下个月8号是结婚纪念日要提前订餐厅,`2025-06-27 13:58:28,日程,纪念日,结婚纪念日,,,否,1,,,,否,,,,下个月8号,,,,,
明天下午3点记得提醒我跟李总开会,`2025-06-27 13:58:28,待办,会议,跟李总开会,,李总,是,0,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,,明天,下午3点,,,明天,下午3点
周五晚上7点约了健身房私教课别忘了,`2025-06-27 13:58:28,日程,运动,约了健身房私教课,,,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
下周三上午10点有个产品演示需要准备,`2025-06-27 13:58:28,日程,工作,产品演示需要准备,,,是,0,`2025-07-02 10:00:00,,,否,,,,下周三,上午10点,,,,
记得提醒我周末要去超市采购日用品,`2025-06-27 13:58:28,待办,购物,去超市采购日用品,,,否,1,,,,否,,,,周末,,,,周末,
帮我记一下每个月15号要交水电费,`2025-06-27 13:58:28,待办,缴费,交水电费,,,否,1,,,,是,月,15,,,,,,,
下个月5号是结婚纪念日得提前订餐厅,`2025-06-27 13:58:28,日程,纪念日,结婚纪念日,,,否,1,,,,否,,,,下个月5号,,,,,
周二早上9点有个重要的客户电话会议,`2025-06-27 13:58:28,日程,会议,重要的客户电话会议,,客户,是,0,`2025-07-01 09:00:00,,,否,,,,周二,早上9点,,,,
这周六同学聚会地点还没定要记得跟进,`2025-06-27 13:58:28,待办,应酬,这周六同学聚会地点还没定,,同学,否,1,,,,否,,,,,,,,,
下周四下午带孩子去打疫苗别忘了,`2025-06-27 13:58:28,日程,健康,带孩子去打疫苗,,孩子,否,1,,,,否,,,,下周四,下午,,,,
帮我记下明天上午10点要和王总视频会议,`2025-06-27 13:58:28,日程,会议,和王总视频会议,,王总,是,0,`2025-06-28 10:00:00,,,否,,,,明天,上午10点,,,,
下周一下午3点记得提醒我去幼儿园接孩子,`2025-06-27 13:58:28,待办,家庭,去幼儿园接孩子,,孩子,是,0,`2025-06-27 15:00:00,,`2025-06-30 15:00:00,否,,,,,下午3点,,,下周一,下午3点
双十一那天提醒我抢购新出的手机  ,`2025-06-27 13:58:28,待办,购物,抢购新出的手机,,,否,1,,,,否,,,,双十一,,,,双十一,
每个月15号提醒我交房租水电费,`2025-06-27 13:58:28,待办,健康,交房租水电费,,,否,1,,,,是,月,15,,每个月15号,,,,每个月15号,
下周三医生预约检查记得提前一小时通知我  ,`2025-06-27 13:58:28,待办,就医,医生预约检查,,医生,是,0,`2025-07-02 11:00:00,,`2025-07-02 11:00:00,否,,,,下周三,提前一小时,,,下周三,提前一小时
周五下班前提醒我把工作报告发给领导  ,`2025-06-27 13:58:28,待办,工作,把工作报告发给领导,,领导,否,1,,,,否,,,,周五,下班前,,,周五,下班前
每天早上8点提醒我吃降压药,`2025-06-27 13:58:28,待办,健康,吃降压药,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
这周六同学聚会别忘了提醒我带礼物  ,`2025-06-27 13:58:28,待办,应酬,带礼物,,同学,否,1,,,,否,,,,这周六,,,,这周六,
情人节前一天提醒我订玫瑰花  ,`2025-06-27 13:58:28,待办,,订玫瑰花,,,否,1,,,,否,,,,,,,,2月13日,
每次发工资日提醒我存2000块到理财账户,`2025-06-27 13:58:28,待办,理财,存2000块到理财账户,,,否,1,,,,否,,,,,,,,,
帮我记一下后天早上九点要去医院复查牙齿  ,`2025-06-27 13:58:28,日程,就医,去医院复查牙齿,,,是,0,`2025-06-29 09:00:00,,,否,,,,后天,早上九点,,,,
下周一上午十点半有个跟客户的视频会议别忘了  ,`2025-06-27 13:58:28,日程,会议,跟客户的视频会议,,客户,是,0,`2025-06-30 10:30:00,,,否,,,,下周一,上午十点半,,,,
周五晚上七点记得提醒我去火车站接我爸妈  ,`2025-06-27 13:58:28,待办,出行,去火车站接我爸妈,火车站,我爸妈,是,0,`2025-06-27 19:00:00,,`2025-06-27 19:00:00,否,,,,周五晚上,七点,,,周五晚上,七点
这周六下午两点约了朋友在星巴克喝咖啡帮我记一下  ,`2025-06-27 13:58:28,日程,约见,约了朋友在星巴克喝咖啡,星巴克,朋友,是,0,`2025-06-28 14:00:00,,,否,,,,这周六,下午两点,,,,
今晚八点记得提醒我给老妈打个电话祝她生日快乐  ,`2025-06-27 13:58:28,待办,家庭,给老妈打个电话祝她生日快乐,,老妈,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,否,,,,今晚,八点,,,今晚,八点
帮我记着周四中午十二点部门聚餐在海底捞  ,`2025-06-27 13:58:28,日程,美食,部门聚餐,海底捞,,是,0,`2025-07-03 12:00:00,,,否,,,,周四,中午十二点,,,,
下个月五号上午十点要去房管局办过户手续  ,`2025-06-27 13:58:28,日程,办事,去房管局办过户手续,房管局,,是,0,`2025-07-05 10:00:00,,,否,,,,下个月五号,上午十点,,,,
明天早上七点二十的闹钟别忘了叫我起床赶飞机  ,`2025-06-27 13:58:28,待办,健康,闹钟,,,是,0,`2025-06-28 07:20:00,,,否,,,,明天,早上七点二十,,,,
帮我记个健身房的私教课，周日下午四点,`2025-06-27 13:58:28,日程,运动,健身房的私教课,,,是,0,`2025-06-29 16:00:00,,,否,,,,周日,下午4点,,,,
明天下午三点约了客户在星巴克谈项目,`2025-06-27 13:58:28,日程,约见,约客户谈项目,星巴克,客户,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午三点,,,,
周五晚上7点要去看复仇者联盟的首映,`2025-06-27 13:58:28,日程,观影,去看复仇者联盟的首映,,,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
下周三记得提醒我交水电费,`2025-06-27 13:58:28,待办,,交水电费,,,否,1,,,,否,,,,,,,,下周三,
帮我记着每个月5号要给信用卡还款,`2025-06-27 13:58:28,待办,财务,给信用卡还款,,,否,1,,,,是,月,5,,,,,,,
周一早上9点部门例会千万别迟到,`2025-06-27 13:58:28,日程,会议,部门例会,,,是,0,`2025-06-30 09:00:00,,,否,,,,周一,早上9点,,,,
双十一记得提醒我抢购那个限量版耳机,`2025-06-27 13:58:28,待办,购物,抢购限量版耳机,,,否,1,,,,否,,,,,,,,双十一,
11月15号是结婚纪念日，提前订束玫瑰,`2025-06-27 13:58:28,日程,纪念日,结婚纪念日,,,否,1,,,,否,,,,11月15号,,,,,
下个月10号是驾照到期日，记得去换证,`2025-06-27 13:58:28,待办,健康,驾照到期日，记得去换证,,,否,1,,,,否,,,,下个月10号,,,,下个月10号,
周六中午同学聚会，在海底捞解放路店,`2025-06-27 13:58:28,日程,应酬,同学聚会,海底捞解放路店,同学,否,1,,,,否,,,,周六,中午,,,,
后天下午三点提醒我约牙医复查,`2025-06-27 13:58:28,待办,,约牙医复查,,,是,0,`2025-06-29 15:00:00,,`2025-06-29 15:00:00,否,,,,后天,下午三点,,,后天,下午三点
下周一早上九点有个团队例会要准备,`2025-06-27 13:58:28,日程,会议,团队例会要准备,,,是,0,`2025-06-30 09:00:00,,,否,,,,下周一,早上九点,,,,
周五下班前记得把季度总结发给领导,`2025-06-27 13:58:28,待办,工作,把季度总结发给领导,,领导,否,1,,,,否,,,,周五,,,,周五,
这周末要买生日礼物给老妈,`2025-06-27 13:58:28,待办,购物,买生日礼物给老妈,,老妈,否,1,,,,否,,,,,,,,,
双十一晚上八点提醒我抢购,`2025-06-27 13:58:28,待办,购物,抢购,,,是,0,`2025-06-27 20:00:00,,`2025-11-11 20:00:00,否,,,,,晚上8点,,,双十一,晚上8点
下个月15号交房租别忘了,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月15号,,,,,
周三中午12点和张总在星巴克谈合作,`2025-06-27 13:58:28,日程,约见,谈合作,星巴克,张总,是,0,`2025-07-02 12:00:00,,,否,,,,周三,中午12点,,,,
每天下午五点提醒我喝杯水休息下,`2025-06-27 13:58:28,待办,健康,喝杯水休息下,,,是,0,`2025-06-27 17:00:00,,`2025-06-27 17:00:00,是,日,1,,,下午5点,,,,下午5点
11月30号前把年度报告写完,`2025-06-27 13:58:28,待办,工作,把年度报告写完,,,否,1,,,,否,,,,11月30号,,,,,
明早八点叫我起床，要赶早班机,`2025-06-27 13:58:28,待办,健康,叫我起床,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,否,,,,明早,八点,,,明早,八点
下周一记得提醒我交水电费,`2025-06-27 13:58:28,待办,,交水电费,,,否,1,,,,否,,,,下周一,,,,下周一,
周五晚上帮我记着约老王吃饭,`2025-06-27 13:58:28,日程,约见,约老王吃饭,,老王,否,1,,,,否,,,,周五晚上,晚上,,,,
这周末要带小孩去动物园别忘了,`2025-06-27 13:58:28,日程,出行,带小孩去动物园,动物园,小孩,否,1,,,,否,,,,这周末,,,,,
记得提醒我每个月5号还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,5,,,,,,,
帮我记着周三下午三点有个视频会议,`2025-06-27 13:58:28,日程,会议,视频会议,,,是,0,`2025-07-02 15:00:00,,,否,,,,周三,下午三点,,,,
双十一记得提醒我买猫粮,`2025-06-27 13:58:28,待办,购物,买猫粮,,,否,1,,,,否,,,,,,,,双十一,
下个月15号是老妈生日别忘了准备礼物,`2025-06-27 13:58:28,待办,家庭,准备礼物,,老妈,否,1,,,,否,,,,下个月15号,,,,,
每天早上8点半提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-28 08:30:00,,`2025-06-28 08:30:00,是,日,1,,,早上8点半,,,,早上8点半
下周健身房的卡到期了该续费了,`2025-06-27 13:58:28,待办,健康,健身房的卡到期了该续费了,,,否,1,,,,否,,,,,,,,,
帮我记着周四要给客户发方案,`2025-06-27 13:58:28,待办,工作,给客户发方案,,客户,否,1,,,,否,,,,周四,,,,,
明天下午三点要跟张总视频会议，记得提前提醒我准备资料,`2025-06-27 13:58:28,日程,会议,跟张总视频会议,,张总,是,0,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,,明天,下午三点,,,明天,下午三点
下周三妈妈生日，要记得晚上回家吃饭，帮我设个提醒,`2025-06-27 13:58:28,待办,家庭,妈妈生日，晚上回家吃饭,,妈妈,否,1,,,,否,,,,,,,,下周三,晚上
这个月15号要交电费，别忘了提前通知我,`2025-06-27 13:58:28,待办,生活,交电费,,,否,1,,,,否,,,,这个月15号,,,,,
每天早上8点提醒我吃降压药，要持续一周,`2025-06-27 13:58:28,待办,健康,吃降压药,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,2025-07-04 23:59:59,,早上8点,,,,早上8点
帮我记一下，每个月5号还房贷，长期提醒,`2025-06-27 13:58:28,待办,健康,还房贷,,,否,1,,,,是,月,5,,每个月5号,,,,,
周五下班前要提交季度报告，设个截止时间提醒,`2025-06-27 13:58:28,待办,工作,提交季度报告,,,否,1,,,,否,,,,,,,,周五,下班前
下个月10号是结婚纪念日，记得提醒我买礼物,`2025-06-27 13:58:28,待办,纪念日,结婚纪念日,,,否,1,,,,否,,,,下个月10号,,,,下个月10号,
每周二和周四晚上7点有健身课，帮我设置重复提醒,`2025-06-27 13:58:28,待办,运动,有健身课,,,是,0,`2025-06-27 19:00:00,,`2025-06-27 19:00:00,是,周,"2,4",,,晚上7点,,,,晚上7点
下周一上午9点要去看牙医，提前半小时提醒我出门,`2025-06-27 13:58:28,日程,就医,去看牙医,,,是,0,`2025-06-30 09:00:00,,`2025-06-30 08:30:00,否,,,,下周一,上午9点,,,下周一,上午8点30分
明天下午3点要和客户王总视频会议讨论新项目,`2025-06-27 13:58:28,日程,会议,和客户王总视频会议讨论新项目,,王总,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
周日下午2点记得提醒我去火车站接妈妈,`2025-06-27 13:58:28,待办,出行,去火车站接妈妈,火车站,妈妈,是,0,`2025-06-29 14:00:00,,`2025-06-29 14:00:00,否,,,,周日,下午2点,,,周日,下午2点
周五晚上7点半约了闺蜜在海底捞吃火锅，别忘了,`2025-06-27 13:58:28,日程,约见,约闺蜜在海底捞吃火锅,海底捞,闺蜜,是,0,`2025-06-27 19:30:00,,,否,,,,周五,晚上7点半,,,,
每周三和周五晚上8点都要提醒我上瑜伽课,`2025-06-27 13:58:28,待办,运动,上瑜伽课,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,"3,5",,,晚上8点,,,,晚上8点
双十一晚上12点抢购，提前10分钟提醒我,`2025-06-27 13:58:28,待办,购物,抢购,,,是,0,`2025-11-11 23:50:00,,`2025-11-11 23:50:00,否,,,,双十一,晚上12点,,,双十一,晚上11:50
下周二交房租，记得提醒我转账给房东  ,`2025-06-27 13:58:28,待办,生活,交房租,,房东,否,1,,,,否,,,,下周二,,,,下周二,
这周六早上9点狗狗要打疫苗，预约了宠物医院,`2025-06-27 13:58:28,日程,健康,狗狗要打疫苗,宠物医院,,是,0,`2025-06-28 09:00:00,,,否,,,,这周六,早上9点,,,,
每天晚上11点提醒我吃药，要连吃一周,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 23:00:00,,`2025-06-27 23:00:00,是,日,1,2025-07-03 23:00:00,,晚上11点,,,,晚上11点
下周四下午4点部门季度汇报，提前准备好PPT,`2025-06-27 13:58:28,日程,工作,部门季度汇报,,,是,0,`2025-07-03 16:00:00,,,否,,,,下周四,下午4点,,,,
明天十点记得提醒我交水电费,`2025-06-27 13:58:28,待办,健康,交水电费,,,是,0,`2025-06-28 10:00:00,,`2025-06-28 10:00:00,否,,,,明天,十点,,,明天,十点
下个月5号是老婆生日，别忘了买礼物,`2025-06-27 13:58:28,待办,生活,买礼物,,老婆,否,1,,,,否,,,,下个月5号,,,,,
周五晚上7点同事聚餐，地点在海底捞,`2025-06-27 13:58:28,日程,应酬,同事聚餐,海底捞,同事,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
下周二早上9点有个部门例会，提前准备材料,`2025-06-27 13:58:28,日程,会议,有个部门例会，提前准备材料,,,是,0,`2025-07-01 09:00:00,,,否,,,,下周二,早上9点,,,,
记一下每月的15号要还信用卡,`2025-06-27 13:58:28,待办,财务,还信用卡,,,否,1,,,,是,月,15,,每月15号,,,,,
这周四下午3点约了牙医洗牙,`2025-06-27 13:58:28,日程,就医,约了牙医洗牙,,牙医,是,0,`2025-06-26 15:00:00,,,否,,,,这周四,下午3点,,,,
下周一上午10点半要去医院拿体检报告,`2025-06-27 13:58:28,日程,就医,去医院拿体检报告,,,是,0,`2025-06-30 10:30:00,,,否,,,,下周一,上午10点半,,,,
帮我记住每周三晚上8点要上网课,`2025-06-27 13:58:28,日程,学习,上网课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三,晚上8点,,,,
周末要买生日礼物给老妈，预算500元左右,`2025-06-27 13:58:28,待办,购物,买生日礼物给老妈，预算500元左右,,老妈,否,1,,,,否,,,,,,,,,
下个月15号交房租水电，提前三天提醒我转账,`2025-06-27 13:58:28,待办,生活,交房租水电,,,否,1,,,,否,,,,下个月15号,,,,下个月12号,
周三晚上7点健身课，帮我记录在运动分类里,`2025-06-27 13:58:28,日程,运动,健身课,,,是,0,`2025-07-02 19:00:00,,,否,,,,周三,晚上7点,,,,
这周五中午部门聚餐，地点还没定，先记着,`2025-06-27 13:58:28,日程,应酬,部门聚餐,,,否,1,,,,否,,,,这周五中午,中午,,,,
记得提醒我每个月1号给信用卡还款,`2025-06-27 13:58:28,待办,财务,给信用卡还款,,,否,1,,,,是,月,1,,,,,,,
下周三下午两点客户拜访，提前准备样品和报价单,`2025-06-27 13:58:28,日程,应酬,客户拜访,,客户,是,0,`2025-07-02 14:00:00,,,否,,,,下周三,下午两点,,,,
下周四晚上8点线上培训，把会议链接也记一下,`2025-06-27 13:58:28,日程,学习,线上培训，会议链接,,,是,0,`2025-07-03 20:00:00,,,否,,,,下周四,晚上8点,,,,
周六上午10点去宠物医院给猫打疫苗,`2025-06-27 13:58:28,日程,就医,给猫打疫苗,,,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午10点,,,,
下个月10号是纪念日，提前一周提醒我订餐厅,`2025-06-27 13:58:28,待办,纪念日,纪念日,,,否,1,,,,否,,,,下个月10号,,,,下个月3号,
周五下午记得去干洗店取衣服,`2025-06-27 13:58:28,待办,生活,去干洗店取衣服,干洗店,,否,1,,,,否,,,,,周五下午,,,,
这周六闺蜜生日别忘了买礼物,`2025-06-27 13:58:28,待办,礼物,买礼物,,闺蜜,否,1,,,,否,,,,这周六,,,,,
记得提醒我每天喝八杯水,`2025-06-27 13:58:28,待办,健康,每天喝八杯水,,,否,1,,,,是,日,1,,,,,,,
下个月5号房贷还款日，提前转账,`2025-06-27 13:58:28,待办,财务,房贷还款日,,,否,1,,,,否,,,,下个月5号,,,,,
周三晚上和健身教练约了私教课,`2025-06-27 13:58:28,日程,运动,私教课,,健身教练,否,1,,,,否,,,,周三晚上,晚上,,,,
这周日带爸妈去新开的餐厅吃饭,`2025-06-27 13:58:28,日程,美食,带爸妈去新开的餐厅吃饭,,爸妈,否,1,,,,否,,,,这周日,,,,,
周二下午三点部门例会别迟到,`2025-06-27 13:58:28,日程,会议,部门例会,,,是,0,`2025-07-01 15:00:00,,,否,,,,周二,下午三点,,,,
妈妈下周三复查，提前请好假,`2025-06-27 13:58:28,日程,就医,复查,,妈妈,否,1,,,,否,,,,下周三,,,,,
明天早上九点约了牙医洗牙  ,`2025-06-27 13:58:28,日程,就医,约了牙医洗牙,,牙医,是,0,`2025-06-28 09:00:00,,,否,,,,明天,早上九点,,,,
周五晚上七点半要参加同事的生日聚餐  ,`2025-06-27 13:58:28,日程,应酬,参加同事的生日聚餐,,同事,是,0,`2025-06-27 19:30:00,,,否,,,,周五,晚上七点半,,,,
这周日下午两点带狗狗去宠物店洗澡  ,`2025-06-27 13:58:28,日程,宠物护理,带狗狗去宠物店洗澡,宠物店,,是,0,`2025-06-29 14:00:00,,,否,,,,这周日下午,两点,,,,
下个月5号记得交水电费,`2025-06-27 13:58:28,待办,生活,交水电费,,,否,1,,,,否,,,,下个月5号,,,,下个月5号,
每天早上八点提醒我喝一杯温水  ,`2025-06-27 13:58:28,待办,健康,喝一杯温水,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
后天中午和客户在万达广场吃饭谈项目  ,`2025-06-27 13:58:28,日程,约见,和客户谈项目,万达广场,客户,否,1,,,,否,,,,后天中午,中午,,,,
每周三晚上八点有瑜伽课别忘了  ,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三,晚上8点,,,,
月底前要把工作报告发给领导  ,`2025-06-27 13:58:28,待办,工作,工作报告,,领导,否,1,,,,否,,,,,,,,,
下周六上午十点陪妈妈逛超市  ,`2025-06-27 13:58:28,日程,购物,陪妈妈逛超市,,妈妈,是,0,`2025-07-05 10:00:00,,,否,,,,下周六,上午十点,,,,
记得这周五下班后去干洗店取西装  ,`2025-06-27 13:58:28,待办,生活,去干洗店取西装,干洗店,,否,1,,,,否,,,,这周五,下班后,,,,
五一假期第一天要订去杭州的高铁票,`2025-06-27 13:58:28,日程,出行,订去杭州的高铁票,杭州,,否,1,,,,否,,,,五一假期第一天,,,,,
今天下午3点有个客户视频会议别忘了,`2025-06-27 13:58:28,日程,会议,客户视频会议,,客户,是,0,`2025-06-27 15:00:00,,,否,,,,,下午3点,,,,
周三晚上7点约了老王吃火锅记得提醒我,`2025-06-27 13:58:28,日程,约见,约老王吃火锅,,老王,是,0,`2025-07-02 19:00:00,,`2025-07-02 19:00:00,否,,,,周三,晚上7点,,,周三,晚上7点
下个月5号要交房租了帮我设置个提醒,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,,,,,下个月5号,
早上8点记得叫我起床，闹钟调大声点,`2025-06-27 13:58:28,待办,健康,叫我起床，闹钟调大声点,,,是,0,`2025-06-28 08:00:00,,,否,,,,,早上8点,,,,
周五下班记得提醒我去超市买牛奶,`2025-06-27 13:58:28,待办,购物,去超市买牛奶,,,否,1,,,,否,,,,,,,,周五,下班
