query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_time_chinese,end_time_chinese,remind_time_chinese
用户:帮我记下下周六晚上8点有个团队培训; 你:晚上8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到8点吧。; 你:好的，大概要多长时间呀？; 用户:差不多2个小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,培训,团队培训,,,`2025-07-12 20:00:00,`2025-07-12 22:00:00,`2025-07-12 19:30:00,否,,,,下周六晚上8点,下周六晚上10点,下周六晚上7点30分
用户:帮我记下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到晚上8点吧。; 你:好的，提前2小时提醒你可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,聚会,家庭聚餐,,,`2025-07-13 20:00:00,,`2025-07-13 18:00:00,否,,,,下周日晚上8点,,提前2小时
用户:帮我记一下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到中午12吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,聚会,家庭聚餐,,,`2025-07-13 12:00:00,`2025-07-13 13:00:00,`2025-07-13 11:00:00,否,,,,下周日中午12点,下周日中午1点,下周日上午11点
用户:帮我记下明天下午2点有个客户会议; 你:明天下午两点到下午4点已经有客户会议了。客户会议要换个时间吗？; 用户:换成上午9点，赶在客户下班前。; 你:好嘞，在哪儿开呀？; 用户:客户公司会议室; 你:好的，会持续多久啊？; 用户:大概一个小时吧。; 你:提前十五分钟叫你成不？; 用户:成,`2025-06-27 03:35:44,日程,会议,客户会议,客户公司会议室,客户,`2025-06-28 09:00:00,`2025-06-28 10:00:00,`2025-06-28 08:45:00,否,,,,明天上午9点,明天上午10点,明天上午8点45分
用户:周三上午10点我要去上英语课; 你:下周三上午10点半到上午11点半已经有面试了。上英语课要换个时间吗？; 用户:好的，那我把英语课的时间调整到上午9点到10点。; 你:好嘞，提前多久提醒你啊？; 用户:一个小时,`2025-06-28 13:23:22,日程,学习,去上英语课,,,`2025-07-02 09:00:00,`2025-07-02 10:00:00,`2025-07-02 08:00:00,否,,,,周三上午9点,周三上午10点,周三上午8点
用户:周四上午10点我要去北京汽车展; 你:周四上午10点半到上午11点半已经有面试了。去健身房要换个时间吗？; 用户:好的，那调整到上午9点,`2025-06-25 08:58:23,日程,展会,去北京汽车展,北京,,`2025-06-26 09:00:00,,,否,,,,周四上午9点,,
用户:周五晚上7点有个饭局; 你:收到，提前多久提醒你？; 用户:20分钟  ,`2025-06-24 04:34:57,日程,聚会,有个饭局,,,`2025-06-27 19:00:00,,`2025-06-27 18:40:00,否,,,,周五晚上7点,,周五晚上6点40分
用户:下周一下午3点到5点有个项目评审会; 你:收到咧，在哪儿开呀？; 用户:改到下周二上午10点开。; 你:好嘞，提前15分钟叫你，行不？; 用户:别定闹钟了，我自己记得住。; 你:收到啦，要持续多久呀？; 用户:大概1个小时吧。,`2025-06-24 09:22:13,日程,会议,项目评审会,,,`2025-07-01 10:00:00,`2025-07-01 11:00:00,,否,,,,下周二上午10点,下周二上午11点,
用户:后天上午我要去医院体检; 你:好的，啥时候开始？; 用户:上午九点开始; 你:好嘞，啥时候提醒你？; 用户:明天下午三点提醒我一下。  ,`2025-06-24 20:07:34,日程,医疗,去医院体检,,,`2025-06-26 09:00:00,,`2025-06-25 15:00:00,否,,,,后天上午九点,,明天下午三点
用户:明天下午4点约了张总谈合作; 你:好的，要开多久啊？在哪儿开呀？; 用户:大概1小时吧，就在公司会议室。; 你:好嘞，提前15分钟提醒你哈？; 用户:好的,`2025-06-25 23:40:14,日程,约见,约张总谈合作,公司会议室,张总,`2025-06-26 16:00:00,`2025-06-26 17:00:00,`2025-06-26 15:45:00,否,,,,明天下午4点,明天下午5点,明天下午3点45分
用户:这周六上午10点要去接机; 你:周六上午10点到上午11点已经有线上会议了。去接机要换个时间吗？; 用户:调整接机到下周日。; 你:没问题，提前3小时叫你，可以吗？; 用户:好的，没问题。,`2025-06-27 16:01:37,日程,接机,去接机,,,,,,否,,,,下周日,,提前3小时
用户:周四下午3点到4点有个电话会议; 你:好嘞，在哪儿开呀？; 用户:视频会议; 你:好嘞，提前15分钟提醒你，行不？; 用户:好的，没问题。,`2025-06-27 03:53:19,日程,会议,有个电话会议,视频会议,,`2025-07-03 15:00:00,`2025-07-03 16:00:00,`2025-07-03 14:45:00,否,,,,周四下午3点,周四下午4点,周四下午2点45分
用户:下个月5号要交季度报告; 你:好嘞，啥时候开始？; 用户:下午两点; 你:下午两点已经被社团活动占了。下个月5号要交季度报告需要改个时间吗？; 用户:不用改，我可以提前完成社团活动。; 你:没问题，啥时候提醒你？; 用户:下午一点,`2025-06-27 01:57:03,待办,,下个月5号要交季度报告,,,`2025-07-05 14:00:00,,`2025-07-05 13:00:00,否,,,,下个月5日下午2点,,下个月5日下午1点
用户:明天中午12点和李经理吃饭; 你:没问题，要多久啊？在哪碰头？; 用户:大概一小时，停车场见。; 你:没问题，啥时候提醒你？; 用户:11点。  ,`2025-06-29 06:22:03,日程,聚会,和李经理吃饭,停车场,李经理,`2025-06-30 12:00:00,`2025-06-30 13:00:00,`2025-06-30 11:00:00,否,,,,明天中午12点,明天中午1点,明天中午11点
用户:下周二上午9点要面试新人; 你:上午9点已经被与客户谈合同占了。面试新人需要改个时间吗？; 用户:好的，那把面试时间调整到下周二上午10点吧。;你:好的，要开多久啊？在哪儿开呀？; 用户:面试预计开1小时，地点在公司会议室。; 你:提前15分钟提醒你啊？; 用户:好的，没问题。,`2025-06-28 13:33:28,日程,面试,面试新人,公司会议室,,`2025-07-01 10:00:00,`2025-07-01 11:00:00,`2025-07-01 09:45:00,否,,,,下周二上午10点,下周二上午11点,下周二上午9点45分
用户:这周五晚上6点参加同学聚会; 你:没问题，哪儿见呀？; 用户:在市中心的餐厅。; 你:收到啦，啥时候提醒你呀？; 用户:提前2小时提醒,`2025-06-29 15:42:17,日程,聚会,参加同学聚会,市中心的餐厅,,`2025-06-27 18:00:00,,`2025-06-27 16:00:00,否,,,,这周五晚上6点,,提前2小时
用户:明天早上8点要赶高铁; 你:好嘞，提前仨小时叫你哈？; 用户:别三小时了，提前俩小时就行。  ,`2025-06-26 06:53:31,日程,交通,要赶高铁,,,`2025-06-27 08:00:00,,`2025-06-27 06:00:00,否,,,,明天早上8点,,明天早上6点
用户:下周三下午2点到4点参加培训; 你:下周三下午两点到下午4点，有2个日程，参加培训要换个时间吗？; 用户:这个时间对我没问题，不需要调整。; 你:没问题，在哪儿开会？; 用户:会议室A; 你:好的，提前15分钟叫你成吗？; 用户:成，谢谢。,`2025-06-26 19:47:55,日程,培训,参加培训,会议室A,,`2025-07-02 14:00:00,`2025-07-02 16:00:00,`2025-07-02 13:45:00,否,,,,下周三下午2点,下周三下午4点,下周三上午1点45分
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好。,`2025-06-26 00:32:21,日程,约见,要见投资人,,投资人,`2025-07-04 15:00:00,,,否,,,,下周五下午3点,,
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好，改到4点。,`2025-06-29 18:27:45,日程,约见,要见投资人,,投资人,`2025-07-04 16:00:00,,,否,,,,下周五下午4点,,
用户:过几天要去北京出差; 你:收到啦，啥时候开始啊？; 用户:下周二早上八点; 你:好嘞，提前3小时叫你成不？; 用户:改成下周三走吧，周二不太方便。; ,`2025-06-28 21:20:14,日程,差旅,去北京出差,北京,,`2025-07-02 08:00:00,,,否,,,,下周三早上八点,,
用户:明天晚上7点看牙医; 你:明天下午6点到晚上8点已经有面试了。看牙医要换个时间吗？; 用户:好的，那我改到明天上午10点吧。; 你:好嘞，啥时候提醒你？; 用户:提前10分钟提醒。,`2025-06-28 05:14:27,日程,医疗,看牙医,,,`2025-06-29 10:00:00,,`2025-06-29 09:50:00,否,,,,明天上午10点,,明天上午9点50分
用户:帮我记一下明天下午的客户会议; 你:啥时候开始啊？要多久？; 用户:后天上午九点，预计两小时。; 你:下周二上午10点到上午11点，还有项目评审会，可能比较赶，客户会议要换个时间吗？; 用户:客户会议可以改到下周三上午9点; ,`2025-06-29 02:41:45,日程,会议,客户会议,,,`2025-07-02 09:00:00,`2025-07-02 11:00:00,,否,,,,下周三上午9点,下周三上午11点,
用户:提醒我今晚健身; 你:没问题，几点提醒你？; 用户:晚上8点提醒我  ,`2025-06-29 13:43:46,待办,运动,健身,,,`2025-06-29 20:00:00,,`2025-06-29 20:00:00,否,,,,晚上8点,,晚上8点
用户:帮我记下明天要买生日礼物; 你:好嘞，啥时候提醒你？; 用户:明天下午2点提醒我。,`2025-06-28 00:33:21,待办,购物,买生日礼物,,,`2025-06-29 14:00:00,,`2025-06-29 14:00:00,否,,,,明天下午2点,,明天下午2点
用户:提醒我明天给妈妈打电话; 你:没问题，几点提醒你？; 用户:中午十二点提醒我,`2025-06-25 12:08:07,待办,,给妈妈打电话,,妈妈,`2025-06-26 12:00:00,,`2025-06-26 12:00:00,否,,,,明天中午12点,,明天中午12点
用户:记下下周要出差; 你:好嘞，啥时候开始？; 用户:下周一下午两点; 你:周日下午两点到下午3点已经有拍全家福了。出差要换个时间吗？; 用户:不改。; ,`2025-06-27 12:05:49,日程,差旅,下周要出差,,,`2025-06-30 14:00:00,,,否,,,,下周一下午两点,,
用户:帮我记下每月15号交房租; 你:好嘞，几点提醒你？; 用户:上午十点提醒我  ,`2025-06-25 19:19:20,待办,缴费,交房租,,,`2025-07-15 00:00:00,,`2025-07-15 10:00:00,是,月,15,,每月15号,,每月15日上午十点
用户:提醒我明天带文件; 你:好嘞，几点提醒你？; 用户:明天早上8点提醒我带文件。,`2025-06-25 10:55:33,待办,,带文件,,,`2025-06-26 08:00:00,,`2025-06-26 08:00:00,否,,,,明天早上8点,,明天早上8点
用户:记下下周一项目汇报; 你:好呀，啥时候开始？要多久啊？; 用户:下周一上午11点开始，应该很快，20分钟左右。你:那啥时候提醒你啊？; 用户:提前15分钟。,`2025-06-24 10:15:10,日程,会议,项目汇报,,,`2025-06-30 11:00:00,`2025-06-30 11:20:00,`2025-06-30 10:45:00,否,,,,下周一上午11点,下周一上午11点20分,下周一上午10点45分
用户:记下月底要交报销单; 你:好嘞，啥时候提醒你？; 用户:后天下午三点提醒我,`2025-06-26 14:39:43,待办,,月底要交报销单,,,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,,后天下午三点,,后天下午三点
用户:提醒我明天取干洗衣物; 你:好嘞，几点提醒你？; 用户:七点提醒我，谢谢。,`2025-06-29 09:42:52,待办,购物,取干洗衣物,,,`2025-06-30 07:00:00,,`2025-06-30 07:00:00,否,,,,明天7点,,明天7点
用户:周四早上7点晨跑; 你:是周四早上七点提醒你吗？; 用户:麻烦你把时间调整为周四早上七点十五分。,`2025-06-29 08:32:21,日程,运动,晨跑,,,`2025-07-03 07:15:00,,,否,,,,周四早上七点十五分,,
用户:明天晚上8点线上课程; 你:明天晚上8点半到晚上9点，还有书法交流，可能比较赶，线上课程要换个时间吗？; 用户:明天晚上8点开始上课。; 你:好嘞，啥时候提醒你？; 用户:明天晚上7点50提醒我。,`2025-06-24 08:06:38,日程,学习,线上课程,,,`2025-06-25 20:00:00,,`2025-06-25 19:50:00,否,,,,明天晚上8点,,明天晚上7点50
用户:下周四下午5点接机; 你:什么时间提醒你？; 用户:上午十点提醒吧,`2025-06-30 22:37:09,日程,接机,接机,,,`2025-07-10 17:00:00,,`2025-07-10 10:00:00,否,,,,下周四下午5点,,下周四上午10点
用户:下周五晚上6点部门庆功宴; 你:下周五下午6点到晚上7点，有3个日程，部门庆功宴要换个时间吗？; 用户:不改; 你:没问题，提前多久提醒你？; 用户:30分钟,`2025-06-26 02:48:48,日程,聚会,部门庆功宴,,,`2025-07-04 18:00:00,,`2025-07-04 17:30:00,否,,,,下周五晚上6点,,下周五晚上5点30分
用户:周四晚上7点半家长会; 你:好的，持续多久啊？在哪儿开呀？; 用户:两小时，小区活动室; 你:行不？提前15分钟叫你啊！; 用户:提前半小时提醒，我怕堵车。,`2025-06-25 21:01:11,日程,会议,家长会,小区活动室,,`2025-06-26 19:30:00,`2025-06-26 21:30:00,`2025-06-26 19:00:00,否,,,,周四晚上7点半,周四晚上9点半,周四晚上7点
用户:下周一早上6点送父母旅游; 你:是周一早上六点提醒你吗？; 用户:对，就是周一早上六点提醒我。,`2025-06-25 23:05:28,待办,出行,送父母旅游,,父母,`2025-06-30 06:00:00,,`2025-06-30 06:00:00,否,,,,下周一早上6点,,下周一早上6点
用户:明天下午3点新车保养; 你:明天下午三点提醒你？; 用户:是的，三点提醒,`2025-06-25 06:38:19,日程,出行,新车保养,,,`2025-06-26 15:00:00,,`2025-06-26 15:00:00,否,,,,明天下午3点,,明天下午3点
用户:周三上午10点重要客户演示; 你:没问题，啥时候提醒你？; 用户:能在周三上午9点45分提醒我吗？,`2025-06-30 15:02:25,日程,演示,重要客户演示,,,`2025-07-02 10:00:00,,`2025-07-02 09:45:00,否,,,,周三上午10点,,周三上午9点45分
用户:下周二下午3点宠物洗澡; 你:是下周二下午3点提醒你吗？; 用户:是的，下午三点提醒我。,`2025-06-29 20:04:04,日程,宠物护理,宠物洗澡,,,`2025-07-01 15:00:00,,`2025-07-01 15:00:00,否,,,,下周二下午3点,,下周二下午3点
用户:下个月8号缴纳车险; 你:好嘞，啥时候提醒你？; 用户:下午三点吧,`2025-06-24 01:55:50,待办,缴费,缴纳车险,,,`2025-07-08 15:00:00,,`2025-07-08 15:00:00,否,,,,下个月8号下午3点,,下个月8号下午3点
用户:明天下午4点眼镜验光; 你:明下午四点提醒你？; 用户:好的  ,`2025-06-30 20:47:20,日程,医疗,眼镜验光,,,`2025-07-01 16:00:00,,`2025-07-01 16:00:00,否,,,,明日下午4点,,明日下午4点
用户:下周四晚上7点相亲; 你:周四晚上7点半到晚上9点半已经有家长会了。相亲要换个时间吗？; 用户:家长会几点结束？我看看能不能调整一下相亲的时间。  ; 你:没问题，会持续多长时间？在哪儿相亲？; 用户:相亲大概会持续两个小时左右，在咖啡馆见,`2025-06-30 20:47:45,日程,约会,相亲,咖啡馆,,`2025-07-10 19:00:00,`2025-07-10 21:00:00,,否,,,,下周四晚上7点,下周四晚上9点,
用户:周日早上9点带猫绝育; 你:周日上午九点提醒你？; 用户:好的  ,`2025-06-30 20:48:02,日程,医疗,带猫绝育,,,`2025-07-06 09:00:00,,`2025-07-06 09:00:00,否,,,,周日上午九点,,周日上午九点
用户:下周五下午2点新车贴膜; 你:下午两点提醒你吗？; 用户:改成下周五下午三点提醒吧。  ,`2025-06-30 20:48:20,待办,其他,新车贴膜,,,`2025-07-11 15:00:00,,`2025-07-11 15:00:00,否,,,,下周五下午3点,,下周五下午3点
用户:明天中午12点前同事聚会; 你:好呀，多久啊？在哪儿聚？; 用户:还是老地方公司会议室。  ; 你:好嘞，啥时候提醒你？; 用户:改成明天上午11点半提醒,`2025-06-30 20:48:50,日程,聚会,同事聚会,公司会议室,同事,`2025-07-01 12:00:00,,`2025-07-01 11:30:00,否,,,,明天中午12点,,明天上午11点半
用户:下周日下午3点亲子烘焙; 你:周日上午8点到晚上8点已经有搬家整理了。亲子烘焙要换个时间吗？; 用户:亲子烘焙还是维持原计划下周日下午3点，搬家整理时间再调整一下。  ; 你:收到，啥时候提醒你？; 用户:下周三早上9点提醒,`2025-06-30 20:49:16,日程,亲子活动,亲子烘焙,,,`2025-07-13 15:00:00,,`2025-07-09 09:00:00,否,,,,下周日下午3点,,下周三早上9点
用户:下个月15号缴纳车位费; 你:好嘞，啥时候提醒你？; 用户:下个月15号晚上7点提醒我,`2025-06-30 20:50:03,待办,,缴纳车位费,,,`2025-07-15 19:00:00,,`2025-07-15 19:00:00,否,,,,下个月15号晚上7点,,下个月15号晚上7点
用户:周五晚上6点公司年会; 你:下午6点已经被部门聚餐占了。公司年会需要改个时间吗？; 用户:我觉得可以把年会改在周六上午10点，这样大家都能参加。; 你:好的，会持续多长时间？在哪儿开会？; 用户:好的,`2025-06-30 20:50:29,日程,会议,公司年会,,,`2025-07-05 10:00:00,,,否,,,,周六上午10点,,
用户:下周三上午10点签证取件; 你:周三上午十点提醒你？; 用户:好的，就定在周三上午十点提醒我吧。  ,`2025-06-30 20:50:45,待办,取件,签证取件,,,`2025-07-09 10:00:00,,`2025-07-09 10:00:00,否,,,,下周三上午10点,,下周三上午10点
用户:明天下午1点试驾新车; 你:明天下午一点提醒你？; 用户:好的，设置明天下午一点的提醒。,`2025-06-30 20:47:29,待办,试驾,试驾新车,,,`2025-07-01 13:00:00,,`2025-07-01 13:00:00,否,,,,明天下午1点,,明天下午1点
用户:周四晚上7点私教课; 你:周四晚上七点提醒你？; 用户:提前半小时提醒,`2025-06-30 20:48:05,日程,运动,私教课,,,`2025-07-03 19:00:00,,`2025-07-03 18:30:00,否,,,,周四晚上7点,,周四晚上6点半
用户:周六早上6点赶高铁; 你:提前3小时提醒你？; 用户:好的,`2025-06-30 20:48:46,日程,出行,赶高铁,,,`2025-07-05 06:00:00,,`2025-07-05 03:00:00,否,,,,周六早上6点,,提前3小时
用户:下周三下午2点客户提案; 你:没问题，提前多久提醒你？; 用户:不设置提醒,`2025-06-30 20:49:05,日程,会议,客户提案,,客户,`2025-07-09 14:00:00,,,否,,,,下周三下午2点,,
用户:明天中午12点离职交接; 你:明天中午12点提醒你？; 用户:好的，就定在明天中午12点提醒我。  ,`2025-06-30 20:49:22,待办,,离职交接,,,`2025-07-01 12:00:00,,`2025-07-01 12:00:00,否,,,,明天中午12点,,明天中午12点
用户:下周六家具收货; 你:什么时间提醒你？; 用户:上午八点准时提醒我家具收货。,`2025-06-30 20:49:40,待办,购物,家具收货,,,`2025-07-12 08:00:00,,`2025-07-12 08:00:00,否,,,,下周六上午8点,,下周六上午8点
用户:周四早上7点晨练; 你:是周四早上七点提醒你？; 用户:不，改成周五早上七点提醒。  ,`2025-06-30 20:49:59,日程,运动,晨练,,,`2025-07-04 07:00:00,,`2025-07-04 07:00:00,否,,,,周五早上7点,,周五早上7点
用户:明天早上7点送孩子考级; 你:明早七点提醒你？; 用户:改成七点半提醒  ,`2025-06-30 20:47:19,日程,出行,送孩子考级,,孩子,`2025-07-01 07:00:00,,`2025-07-01 07:30:00,否,,,,明早7点30分,,明早7点30分
用户:周四下午4点提醒我去美睫预约; 你:收到嘞，啥时候提醒你啊？; 用户:下午3点50提醒我  ,`2025-06-30 20:48:01,待办,,去美睫预约,,,`2025-07-03 16:00:00,,`2025-07-03 15:50:00,否,,,,周四下午4点,,下午3点50
用户:周日早上8点骑行活动; 你:周日上午8点到晚上8点已经有搬家整理了。骑行活动要换个时间吗？; 用户:搬家整理能不能提前一点结束？我真的很想参加这个骑行活动。  ; 你:好的，提前3小时叫你，行吗？; 用户:行，那就提前3小时叫我。,`2025-06-30 20:48:54,日程,运动,骑行活动,,,`2025-07-06 08:00:00,,`2025-07-06 05:00:00,否,,,,周日早上8点,,提前3小时
用户:下周四中午12点投资人午餐; 你:收到咧，要持续多久啊？投资人午餐在哪儿呀？; 用户:这次午餐安排了2个小时，结束后我们会去附近的会议室讨论细节。; 你:好嘞，啥时候提醒你？; 用户:提前15分钟提醒我吧。,`2025-06-30 20:49:24,日程,约见,投资人午餐，结束后去附近的会议室讨论细节,,投资人,`2025-07-10 12:00:00,`2025-07-10 14:00:00,`2025-07-10 11:45:00,否,,,,下周四中午12点,下周四下午2点,下周四中午11点45分
用户:明天晚上9点直播答疑; 你:收到，啥时候提醒你？; 用户:今晚10点提醒我。  ,`2025-06-30 20:49:43,日程,直播,直播答疑,,,`2025-07-01 21:00:00,,`2025-06-30 22:00:00,否,,,,明天晚上9点,,今晚10点
用户:周三下午3点心理咨询; 你:周三上午8点到晚上8点已经有设备调试了。心理咨询要换个时间吗？; 用户:周三下午3点心理咨询。; 你:收到，啥时候提醒你？; 用户:提前一小时提醒。  ,`2025-06-30 20:50:38,日程,心理咨询,心理咨询,,,`2025-07-02 15:00:00,,`2025-07-02 14:00:00,否,,,,周三下午3点,,提前一小时
用户:下周一早上8点开学典礼; 你:下周一上午8点到上午9点，有2个日程，开学典礼要换个时间吗？; 用户:不用换时间，开学典礼就定在下周一上午8点吧。; 你:OK，啥时候提醒你？; 用户:开始前半小时提醒我。,`2025-06-30 20:51:06,日程,开学典礼,开学典礼,,,`2025-07-07 08:00:00,,`2025-07-07 07:30:00,否,,,,下周一早上8点,,开始前半小时
用户:明天晚上9点直播答疑; 你:晚上9点已经被直播交流高级粉丝占了。直播答疑需要改个时间吗？; 用户:那把直播答疑改到明天晚上8点吧。; 你:明天晚上8点到晚上9点，有2个日程，直播答疑要换个时间吗？; 用户:把直播答疑改到后天晚上8点吧。; 你:没问题，持续多久啊？在哪儿开呀？; 用户:1小时，在腾讯会议开。,`2025-06-30 22:21:52,日程,直播,直播答疑,腾讯会议,,`2025-07-02 20:00:00,`2025-07-02 21:00:00,,否,,,,后天晚上8点,后天晚上9点,
用户:周日早上9点带猫绝育; 你:周日上午九点提醒你？; 用户:改成10点吧  ,`2025-06-30 22:20:26,日程,医疗,带猫绝育,,,`2025-07-06 10:00:00,,`2025-07-06 10:00:00,否,,,,周日上午10点,,周日上午10点
用户:周五晚上6点公司年会; 你:周五下午6点到晚上7点，有2个日程，公司年会要换个时间吗？; 用户:不用换时间，年会可以按时进行。  ; 你:OK，提前多久提醒你？; 用户:30分钟,`2025-06-30 22:22:53,日程,年会,公司年会,,,`2025-07-04 18:00:00,,`2025-07-04 17:30:00,否,,,,周五晚上6点,,周五晚上5点30分
用户:明天晚上8点线上培训; 你:晚上8点已经被线上培训占了。线上培训需要改个时间吗？; 用户:这个时间没问题，不需要调整。; 你:OK，啥时候提醒你？; 用户:明天晚上7点提醒我。  ,`2025-06-30 22:19:45,日程,培训,线上培训,,,`2025-07-01 20:00:00,,`2025-07-01 19:00:00,否,,,,明天晚上8点,,明天晚上7点
用户:周三下午5点接孩子; 你:周三下午五点提醒你？; 用户:好的  ,`2025-06-30 22:20:25,日程,外出,接孩子,,孩子,`2025-07-02 17:00:00,,`2025-07-02 17:00:00,否,,,,周三下午5点,,周三下午5点
用户:下周五晚上6点部门聚餐; 你:下午6点已经被部门聚餐占了。部门聚餐需要改个时间吗？; 用户:要不改成下周五晚上7点吧，这样大家下班后能更放松地参加。  ; 你:好嘞，啥时候提醒你？; 用户:下周五晚上7点提醒我  ; 你:好的，能说说持续多长时间吗？; 用户:大概持续2小时左右。  ,`2025-06-30 22:20:54,日程,聚会,部门聚餐,,,`2025-07-11 19:00:00,`2025-07-11 21:00:00,`2025-07-11 19:00:00,否,,,,下周五晚上7点,下周五晚上9点,下周五晚上7点
用户:周六早上8点社区服务; 你:周六上午八点提醒你？; 用户:好的  ,`2025-06-30 22:21:12,日程,服务,社区服务,,,`2025-07-05 08:00:00,,`2025-07-05 08:00:00,否,,,,周六早上8点,,周六早上8点
用户:明天中午11点美容护理; 你:明早11点提醒你哈？; 用户:好的，没问题。  ,`2025-06-30 22:21:56,日程,美容护理,美容护理,,,`2025-07-01 11:00:00,,`2025-07-01 11:00:00,否,,,,明早11点,,明早11点
用户:周四晚上7点家长会; 你:周四晚上7点半到晚上9点半已经有家长会了。家长会要换个时间吗？; 用户:家长会可以改到周五晚上7点吗？  ; 你:周五上午8点到晚上8点已经有行业展会了。家长会要换个时间吗？; 用户:周五晚上7点吧; 你:收到，会持续多长时间？在哪儿开会？; 用户:1小时，学校会议室,`2025-06-30 22:22:45,日程,会议,家长会,学校会议室,,`2025-07-04 19:00:00,`2025-07-04 20:00:00,,否,,,,周五晚上7点,周五晚上8点,
用户:下周一早上6点送机; 你:什么时间提醒你？; 用户:早上六点提醒我。  ,`2025-06-30 22:23:02,日程,出行,送机,,,`2025-07-07 06:00:00,,`2025-07-07 06:00:00,否,,,,下周一早上6点,,早上6点
用户:明天下午3点车辆年检; 你:明下午三点提醒你？; 用户:改成明天下午2点提醒吧  ,`2025-06-30 22:36:01,待办,交通,车辆年检,,,`2025-07-01 14:00:00,,`2025-07-01 14:00:00,否,,,,明天下午2点,,明天下午2点
用户:周三上午10点重要汇报; 你:周三上午10点到上午11点，有2个日程，重要汇报要换个时间吗？; 用户:这个时间段先空出来，我再想想怎么安排  ; 你:收到，提前多久提醒你？; 用户:30分钟,`2025-06-30 22:36:45,日程,,重要汇报,,,`2025-07-02 10:00:00,,`2025-07-02 09:30:00,否,,,,周三上午10点,,提前30分钟
用户:帮我记一下明天下午的客户会议; 你:好呀，啥时候开始？要多久啊？; 用户:改成明天上午十点可以吗？时长半小时就行。; 你:好嘞，在哪儿开呀？; 用户:客户公司会议室; 你:提前15分钟提醒你啊？; 用户:改成提前30分钟吧。  ,`2025-06-30 22:37:13,日程,会议,客户会议,客户公司会议室,,`2025-07-01 10:00:00,`2025-07-01 10:30:00,`2025-07-01 09:30:00,否,,,,明天上午十点,明天上午十点半,明天上午九点半
用户:提醒我今晚健身; 你:好嘞，大概几点提醒你？; 用户:晚上7点半; 你:开始时间已经过去了，重说一下呗; 用户:好的，那改成明天晚上7点半吧。,`2025-06-30 22:38:03,待办,运动,健身,,,`2025-07-01 19:30:00,,`2025-07-01 19:30:00,否,,,,明天晚上7点半,,明天晚上7点半
用户:记下下周要出差; 你:没问题，啥时候提醒你？; 用户:下周二晚上7点提醒我准备行李  ,`2025-06-30 22:39:02,待办,差旅,准备行李,,,`2025-07-08 19:00:00,,`2025-07-08 19:00:00,否,,,,下周二晚上7点,,下周二晚上7点
