query_hist,current_time,生成结果
用户:下午2点多参加评审会,2025-07-01 14:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午2点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 14:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 14:13:12""}}"
用户:2点多参加讨论会,2025-07-01 14:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""2点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 14:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 14:13:12""}}"
用户:下午2点多参加评审会,2025-07-01 15:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午2点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 15:13:12"",""is_stop"":true,""reply_content"":""明天下午两点，行不？""}}"
用户:2点多参加讨论会,2025-07-01 15:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""2点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 02:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 15:13:12"",""is_stop"":true,""reply_content"":""明天早上两点，行不？""}}"
用户:下午2点左右参加分享会,2025-07-02 14:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加分享会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 14:13:12""}}"
用户:2点左右参加项目启动会,2025-07-02 14:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加项目启动会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 14:13:12""}}"
用户:下午2点左右参加方案评审会,2025-07-02 15:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加方案评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 15:13:12"",""is_stop"":true,""reply_content"":""明天下午两点，行不？""}}"
用户:2点左右参加技术讨论会,2025-07-02 15:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加技术讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 02:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 15:13:12"",""is_stop"":true,""reply_content"":""明天早上两点，行不？""}}"
用户:下午2点左右参加分享会,2025-07-02 13:52:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加分享会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 13:52:12""}}"
用户:2点左右参加项目启动会,2025-07-02 13:52:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加项目启动会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""2点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 13:52:12""}}"
用户:晚上8点多参加评审会,2025-07-01 20:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 20:07:12""}}"
用户:8点多参加讨论会,2025-07-01 20:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 20:07:12""}}"
用户:晚上8点多参加评审会,2025-07-01 21:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 21:07:12"",""is_stop"":true,""reply_content"":""明天晚上8点，行不？""}}"
用户:8点多参加讨论会,2025-07-01 21:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 21:07:12"",""is_stop"":true,""reply_content"":""明天上午8点，行不？""}}"
用户:晚上8左右多参加分享会,2025-07-02 20:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加分享会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 20:07:12""}}"
用户:8点左右参加项目启动会,2025-07-02 20:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加项目启动会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 20:07:12""}}"
用户:晚上8点左右参加方案评审会,2025-07-02 21:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加方案评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 21:07:12"",""is_stop"":true,""reply_content"":""明天晚上8点，行不？""}}"
用户:8点左右参加技术讨论会,2025-07-02 21:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加技术讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 21:07:12"",""is_stop"":true,""reply_content"":""明天上午8点，行不？""}}"
用户:晚上8点左右参加方案评审会,2025-07-02 19:52:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加方案评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 19:52:12""}}"
用户:8点左右参加技术讨论会,2025-07-02 19:52:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加技术讨论会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点左右"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 20:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-02 19:52:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:07:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:07:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:13:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:13:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:25:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:25:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:35:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:45:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:35:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:44:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:45:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:44:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:48:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:50:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:48:12""}}"
用户:8点多定一个技术评审会,2025-07-04 20:55:12,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""技术评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""8点多"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 20:59:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 20:55:12""}}"
用户:两分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""两分钟后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""两分钟后"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 09:24:33"",""end_time"":"""",""remind_time"":""2025-07-04 09:27:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:五分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""五分钟后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""五分钟后"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 09:27:33"",""end_time"":"""",""remind_time"":""2025-07-04 09:27:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:三十分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""三十分钟后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""三十分钟后"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 09:52:33"",""end_time"":"""",""remind_time"":""2025-07-04 09:25:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:15分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""15分钟后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""15分钟后"",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:半小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""半小时后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""半小时后"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 09:52:33"",""end_time"":"""",""remind_time"":""2025-07-04 09:25:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:一小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":""一小时后"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""一小时后"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 10:22:33"",""end_time"":"""",""remind_time"":""2025-07-04 10:22:33"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:3小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""给浩翔打个电话"",""place"":"""",""related_person"":""浩翔"",""start_date_chinese"":"""",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""3小时后"",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 09:22:33""}}"
用户:周日上午10点提醒我和龙江一起踢足球,2025-07-04 21:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""运动"",""content"":""和龙江一起踢足球"",""place"":"""",""related_person"":""龙江"",""start_date_chinese"":""周日"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""周日"",""remind_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 10:00:00"",""end_time"":""2025-07-06 10:00:00"",""remind_time"":""2025-07-06 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 21:22:33""}}"
用户:下周日上午10点提醒我和龙江一起踢足球,2025-07-04 15:22:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""运动"",""content"":""和龙江一起踢足球"",""place"":"""",""related_person"":""龙江"",""start_date_chinese"":""下周日"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""下周日"",""remind_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-13 10:00:00"",""end_time"":""2025-07-13 10:00:00"",""remind_time"":""2025-07-13 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-04 15:22:33""}}"
用户:下周日上午10点提醒我和龙江一起踢足球,2025-07-01 07:22:33,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""和龙江一起踢足球"",""place"":"""",""related_person"":""龙江"",""start_date_chinese"":""下周日"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""下周日"",""remind_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-13 10:00:00"",""end_time"":""2025-07-13 10:00:00"",""remind_time"":""2025-07-06 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-07-01 07:22:33""}}"
